trial,year_harvest,location,trial_type,plot_name,accession_name,plot_number,block_number,is_a_control,rep_number,row_number,col_number,NOHAV,RTNO,SHTWT,RTWT,DM,STARCH,FYLD,DYLD,TYLD,HI,NDVI3,NDVI6,NDVI9,LODG,PLTHT3,BRNHT3,BRNLEV3,PLTHT6,BRNHT6,BRNLEV6,PLTHT9,BRNHT9,BRNLEV9,CHL3,CHL6,CHL9,CHL12,ANGBR9,STMDI9,PPSTD9
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1370P0008_2379,TMS18F1370P0008,2379,36,,2,36,22,3,16,3.05,5.25,27.72,12.61,5.25,1.46,3.05,0.63,0.78,0.86,0.88,,,,,,,,,,,52,46.47,51.6,48.6,,,
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1395P0010_2380,TMS18F1395P0010,2380,36,,2,36,21,6,54,17.05,28.85,31.82,18.07,28.85,9.18,17.05,0.63,0.79,0.85,0.83,,172,,,241,,,285,265,2.6,44.83,45.63,40.63,46.33,87.5,25.41,1.8
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1349P0123_2381,TMS18F1349P0123,2381,36,,2,36,20,7,38,25.5,12.75,,,12.75,,25.5,0.33,0.87,0.88,0.83,5,118,,,161,87,2.8,213,92,2.8,50.4,48.47,51.03,54.03,79.51,27.75,2.2
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-IITA-TMS-IBA980581_2382,IITA-TMS-IBA980581,2382,36,1,2,36,19,7,67,15.1,19.85,29.57,15.07,19.85,5.87,15.1,0.57,0.76,0.79,0.83,,118,,,167,,,190,,,46.47,41.2,41.07,45.07,0,25.23,2.6
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1339P0015_2383,TMS18F1339P0015,2383,36,,2,36,18,10,78,22.95,17.05,34.26,21.32,17.05,5.84,22.95,0.43,0.82,0.86,0.86,,104,,,158,,,193,,,50.3,44.97,48.73,47.9,87.13,19.85,3.6
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1367P0030_2384,TMS18F1367P0030,2384,36,,2,36,17,9,56,26.15,30.15,31.21,17.25,30.15,9.41,26.15,0.54,0.8,0.86,0.81,,139,,,203,88,2.2,255,100,2.2,55.87,48.23,51.53,54.27,79.12,31.53,1.4
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1352P0002_2385,TMS18F1352P0002,2385,36,,2,36,16,9,54,15.3,15.16,32.68,19.21,15.16,4.95,15.3,0.5,0.81,0.79,0.88,,98,,,144,,,181,129,3,49.2,41.27,49.27,51.5,78.59,22.01,1.4
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1003P0014_2386,TMS18F1003P0014,2386,36,,2,36,15,1,12,2.03,10.1,29.13,14.48,10.1,2.94,2.03,0.83,0.8,0.84,0.8,,,,,,,,,,,,,,,,,
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1175P0053_2387,TMS18F1175P0053,2387,36,,2,36,14,5,45,11.55,16.7,30.31,16.05,16.7,5.06,11.55,0.59,0.78,0.84,0.82,,94,,,126,78,2.8,174,80,2.8,51.77,49,51,53.07,86.95,22.2,1.6
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1328P0027_2388,TMS18F1328P0027,2388,36,,2,36,13,6,43,9.15,17.25,29.71,15.25,17.25,5.12,9.15,0.65,0.78,0.85,0.89,1,106,,,158,,,183,,,52.8,48.5,49.9,50.07,83.32,19.93,1.2
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-IITA-TMS-IBA000070_2389,IITA-TMS-IBA000070,2389,36,1,2,36,12,7,50,22.15,31.3,32.68,19.21,31.3,10.23,22.15,0.59,0.87,0.89,0.89,,114,,,184,127,2,258,126,2,53.77,50.1,51.17,56.67,87.75,23.99,2.6
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1259P0131_2390,TMS18F1259P0131,2390,36,,2,36,11,2,10,14.35,10.05,36.07,23.72,10.05,3.62,14.35,0.41,0.7,0.88,0.91,2,,,,,,,,,,,,,,,,
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1323P0041_2391,TMS18F1323P0041,2391,36,,2,36,10,11,96,13.15,29.3,31.28,17.35,29.3,9.17,13.15,0.69,0.82,0.86,0.87,,85,,,146,,,176,,,50.6,50.13,51.67,55.5,78.21,16.91,4
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1344P0198_2392,TMS18F1344P0198,2392,36,,2,36,9,9,54,22.2,24.38,31.1,17.11,24.38,7.58,22.2,0.52,0.78,0.84,0.85,,98,,,143,,,185,,,50.33,46.93,51.37,55.3,75.66,21.28,3
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1336P0014_2393,TMS18F1336P0014,2393,36,,2,36,8,8,66,11.85,22.06,37.19,25.22,22.06,8.2,11.85,0.65,0.77,0.82,0.86,,101,,,141,,,195,,,52.13,46.23,48.3,52.47,19.47,21.8,2.6
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1018P0001_2394,TMS18F1018P0001,2394,36,,2,36,7,10,58,21.46,24.25,33.65,20.5,24.25,8.16,21.46,0.53,0.76,0.88,0.84,,104,78,2.8,148,86,3,184,84,2.6,48.33,48.77,51.37,52.6,86.34,24.44,2.4
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1113P0002_2395,TMS18F1113P0002,2395,36,,2,36,6,2,10,3.7,3.2,32.29,18.69,3.2,1.03,3.7,0.46,0.69,0.84,0.8,,,,,,,,,,,47.87,49.13,47.7,52.43,,,
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1324P0093_2396,TMS18F1324P0093,2396,36,,2,36,5,9,59,8.55,20.3,33.72,20.6,20.3,6.85,8.55,0.7,0.72,0.85,0.86,,81,,,120,87,2.8,132,71,2.6,45.8,48.87,50,48.8,93.16,18.03,1.8
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1264P0058_2397,TMS18F1264P0058,2397,36,,2,36,4,4,39,18.25,20.14,35.41,22.85,20.14,7.13,18.25,0.52,0.84,0.87,0.88,1,,,,,,,,,,47.4,46.77,48.53,48.23,,,
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1076P0114_2398,TMS18F1076P0114,2398,36,,2,36,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1132P0078_2399,TMS18F1132P0078,2399,36,,2,36,2,4,28,16.55,14.03,36.43,24.21,14.03,5.11,16.55,0.46,0.83,0.85,0.88,8,98,,,164,89,2.4,219,101,2.4,51.3,50.6,49.8,51.37,72.83,,1.4
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1447P0002_2400,TMS18F1447P0002,2400,36,,2,36,1,9,67,32.4,43.15,30.7,16.57,43.15,13.25,32.4,0.57,0.82,0.86,0.88,,84,,,136,,,187,,,48.47,49.9,50.17,48.1,99.08,27.53,3.2
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1348P0117_2401,TMS18F1348P0117,2401,37,,2,37,1,7,42,34.5,23.45,30.27,16,23.45,7.1,34.5,0.4,0.82,0.86,0.83,2,137,,,207,,,263,152,2.8,54.7,50.43,50.87,52.13,92.09,28.55,2.2
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-IITA-TMS-IBA982101_2402,IITA-TMS-IBA982101,2402,37,1,2,37,2,9,60,24.78,26.03,33.83,20.74,26.03,8.81,24.78,0.51,0.77,0.87,0.88,1,91,,,146,,,190,109,2.2,42.2,38.5,37.6,38.77,90.85,28.34,2.2
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1365P0024_2403,TMS18F1365P0024,2403,37,,2,37,3,8,32,5.85,9.55,,,9.55,,5.85,0.62,0.65,0.84,0.87,,98,,,139,,,179,119,2.6,50.17,47.93,46.2,52.27,87.2,22.65,1.4
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1310P0088_2404,TMS18F1310P0088,2404,37,,2,37,4,9,76,32.65,52.15,37.22,25.26,52.15,19.41,32.65,0.61,0.85,0.87,0.89,,116,,,164,91,2,218,124,2.4,54.7,50.57,51.43,54.97,95.13,32.12,1.4
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1231P0011_2405,TMS18F1231P0011,2405,37,,2,37,5,6,82,20.55,49.28,36.7,24.57,49.28,18.09,20.55,0.71,0.79,0.86,0.88,1,102,,,145,,,177,91,3.4,50.9,48.97,51.3,53.73,93.38,25.69,2
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1344P0014_2406,TMS18F1344P0014,2406,37,,2,37,6,1,7,6.35,4.46,34.33,21.41,4.46,1.53,6.35,0.41,0.8,0.86,0.88,,93,,,,,,,,,50.6,48.77,51.33,51,,,
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1138P0035_2407,TMS18F1138P0035,2407,37,,2,37,7,5,37,9,13.05,36.58,24.41,13.05,4.77,9,0.59,0.76,0.84,0.81,,91,,,131,,,177,119,2.4,48.63,47.8,51.47,50.23,83.08,16.29,2.6
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1308P0084_2408,TMS18F1308P0084,2408,37,,2,37,8,2,14,22.05,5.6,,,5.6,,22.05,0.2,0.81,0.87,0.89,,,,,,,,,,,52.07,47.27,48.63,53.97,,,
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1361P0018_2409,TMS18F1361P0018,2409,37,,2,37,9,9,92,4.53,40.39,32.54,19.03,40.39,13.14,4.53,0.9,0.75,0.88,0.88,,109,,,162,81,2.8,172,71,2.6,47.43,50.73,46.1,49.2,90.14,25.95,1.8
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1284P0003_2410,TMS18F1284P0003,2410,37,,2,37,10,2,21,35.8,4.5,,,4.5,,35.8,0.11,0.77,0.85,0.86,1,,,,,,,,,,50.83,49.17,49,47.67,,,
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1314P0042_2411,TMS18F1314P0042,2411,37,,2,37,11,9,97,8.45,33.25,35.57,23.06,33.25,11.83,8.45,0.8,0.82,0.89,0.87,,112,,,169,115,2,205,135,2.6,55.47,51.17,51.13,53.8,89.89,24.68,
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1391P0004_2412,TMS18F1391P0004,2412,37,,2,37,12,7,81,37.05,22.05,32.48,18.94,22.05,7.16,37.05,0.37,0.79,0.87,0.86,,86,,,141,,,176,,,48.37,47.1,51.53,54.2,0,15.67,2.6
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1138P0030_2413,TMS18F1138P0030,2413,37,,2,37,13,9,87,6.7,17.75,29.06,14.39,17.75,5.16,6.7,0.73,0.83,0.86,0.89,,140,,,184,125,3,217,128,3,51.07,48.87,50.13,46.83,89.9,27.71,1.8
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1371P0001_2414,TMS18F1371P0001,2414,37,,2,37,14,3,32,7.75,15.55,30.66,16.52,15.55,4.77,7.75,0.67,0.83,0.85,0.87,,87,,,135,,,183,119,2.8,53.23,47.1,49.2,54.43,86.04,23.94,2
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1352P0016_2415,TMS18F1352P0016,2415,37,,2,37,15,3,20,21.75,3.56,,,3.56,,21.75,0.14,0.78,0.83,0.9,2,89,,,142,,,169,99,2.2,49.53,46.3,47.43,47.17,94.91,25.2,1.4
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1310P0148_2416,TMS18F1310P0148,2416,37,,2,37,16,9,123,18.7,31.25,34.26,21.31,31.25,10.71,18.7,0.63,0.78,0.87,0.87,,144,,,203,,,242,,,54.37,49.2,49.87,55,83.19,27.25,1
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1447P0062_2417,TMS18F1447P0062,2417,37,,2,37,17,5,40,11.3,14.2,37.62,25.79,14.2,5.34,11.3,0.56,0.82,0.87,0.83,,136,,,175,80,3,246,93,3,50.9,49.03,47.73,50.83,87.69,34.51,1.2
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1217P0034_2418,TMS18F1217P0034,2418,37,,2,37,18,7,48,27.53,19.2,28.06,13.06,19.2,5.39,27.53,0.41,0.78,0.87,0.8,1,117,,,169,,,193,,,44.97,45.2,46.17,42.33,15.79,20.46,2.8
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1365P0022_2419,TMS18F1365P0022,2419,37,,2,37,19,9,70,7.6,39.4,30.29,16.03,39.4,11.94,7.6,0.84,0.83,0.88,0.8,3,159,,,202,,,260,246,2.4,55.2,50.33,51.1,52.97,81.4,23.6,2.8
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1055P0036_2420,TMS18F1055P0036,2420,37,,2,37,20,4,31,18.9,7.89,29.95,15.57,7.89,2.36,18.9,0.29,0.79,0.84,0.8,2,126,,,,,,,,,53.73,48.9,50.63,52.73,104.92,22.59,1.4
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1038P0087_2421,TMS18F1038P0087,2421,37,,2,37,21,3,38,17.45,14.2,31.19,17.22,14.2,4.43,17.45,0.45,0.82,0.88,0.82,,115,,,170,,,210,66,3,50,50.37,46.53,52.57,91.18,32.16,1.4
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1208P0005_2422,TMS18F1208P0005,2422,37,,2,37,22,2,16,14.56,13.58,39.5,28.3,13.58,5.36,14.56,0.48,0.82,0.85,0.87,1,137,,,,,,,,,56.73,50.8,51.1,51.9,,,
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1041P0002_2423,TMS18F1041P0002,2423,37,,2,37,23,,,,,,,,,,,0.82,0.87,0.81,1,103,,,,,,,,,,,,,,,
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1369P0014_2424,TMS18F1369P0014,2424,37,,2,37,24,6,22,17.55,20.1,34.23,21.27,20.1,6.88,17.55,0.53,0.81,0.88,0.88,,135,,,214,,,242,196,2.6,53.43,49.63,51.83,54.2,79.38,28,2.6
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1261P0005_2425,TMS18F1261P0005,2425,37,,2,37,25,2,23,5.6,12.25,36.56,24.37,12.25,4.48,5.6,0.69,0.84,0.87,0.83,,99,,,137,109,3.2,,,,49.07,45.53,49.5,47.23,,,
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1339P0012_2426,TMS18F1339P0012,2426,38,,2,38,25,9,57,14.6,23.3,36.81,24.71,23.3,8.58,14.6,0.61,0.84,0.85,0.86,,121,,,162,69,2.4,208,96,2.4,51.2,46.33,48.7,47.97,93.47,26.02,1.6
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1481P0009_2427,TMS18F1481P0009,2427,38,,2,38,24,3,16,5,3.9,29.57,15.07,3.9,1.15,5,0.44,0.68,0.87,0.83,,78,,,,,,,,,50.13,49.07,50.3,28.07,,,
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1055P0044_2428,TMS18F1055P0044,2428,38,,2,38,23,9,33,45.55,13.4,32.71,19.25,13.4,4.38,45.55,0.23,0.73,0.87,0.89,7,137,,,191,124,3.2,254,131,3.2,49.17,50.3,51.1,45.4,89.43,35.02,1.4
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1369P0023_2429,TMS18F1369P0023,2429,38,,2,38,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1305P0040_2430,TMS18F1305P0040,2430,38,,2,38,21,3,36,13.3,20.1,38.91,27.51,20.1,7.82,13.3,0.6,0.83,0.85,0.85,1,103,,,164,121,2.4,214,112,2.4,55.8,50.13,51.5,53.37,82.69,29.89,1.6
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1320P0032_2431,TMS18F1320P0032,2431,38,,2,38,20,6,54,8.07,13,35.26,22.64,13,4.58,8.07,0.62,0.7,0.82,0.8,,99,,,145,,,177,,,48.4,46.5,44.77,46.43,77.89,19.75,2.6
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1218P0003_2432,TMS18F1218P0003,2432,38,,2,38,19,2,18,11.25,7.25,,,7.25,,11.25,0.39,0.86,0.88,0.85,,,,,,,,,,,,,,,,,
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1272P0037_2433,TMS18F1272P0037,2433,38,,2,38,18,4,27,15,18.25,28.18,13.22,18.25,5.14,15,0.55,0.84,0.88,0.81,1,110,,,,,,,,,54.93,51,51.73,56.5,,,
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1278P0165_2434,TMS18F1278P0165,2434,38,,2,38,17,6,36,8.65,13.1,,,13.1,,8.65,0.6,0.76,0.83,0.82,7,88,,,124,,,163,116,2.6,48.27,46.97,50.67,52.13,80.4,21.77,2.2
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1350P0091_2435,TMS18F1350P0091,2435,38,,2,38,16,8,54,12.45,22.3,32.45,18.91,22.3,7.24,12.45,0.64,0.81,0.84,0.82,4,82,,,113,74,3,133,70,2.8,52.07,50.17,49.4,52.33,89.19,19.92,2
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1372P0024_2436,TMS18F1372P0024,2436,38,,2,38,15,6,23,17.12,14.55,30.22,15.94,14.55,4.4,17.12,0.46,0.79,0.88,0.85,,99,,,147,,,249,161,2.4,53,48.57,50.8,57.53,92.01,20.92,3.2
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-IITA-TMS-IBA30572_2437,IITA-TMS-IBA30572,2437,38,1,2,38,14,8,36,20.55,17.2,37.33,25.4,17.2,6.42,20.55,0.46,0.83,0.84,0.82,1,133,,,182,,,237,152,3.4,49.9,45.3,51.47,49.13,97.48,28.93,2.8
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-IITA-TMS-IBA000070_2438,IITA-TMS-IBA000070,2438,38,1,2,38,13,8,49,13.3,24.25,35.76,23.31,24.25,8.67,13.3,0.65,0.84,0.87,0.86,,108,,,164,,,203,125,2,54.93,51.37,51.8,55.27,81.72,20.35,1.6
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1350P0041_2439,TMS18F1350P0041,2439,38,,2,38,12,7,42,17.32,14.85,37.17,25.19,14.85,5.52,17.32,0.46,0.79,0.87,0.87,3,112,,,136,,,195,119,2.6,52.67,44.13,50.83,48.37,87.73,22.26,2.6
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMEB419_2440,TMEB419,2440,38,1,2,38,11,4,14,19.35,12.35,34.22,21.27,12.35,4.23,19.35,0.39,0.84,0.86,0.86,1,143,,,217,,,268,,,53.87,51.1,52.4,55.47,0,25.29,3.4
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1349P0065_2441,TMS18F1349P0065,2441,38,,2,38,10,6,40,12.4,27.86,35.62,23.13,27.86,9.92,12.4,0.69,0.8,0.84,0.85,,85,,,146,,,216,,,51.3,46.43,49.57,50.43,80.85,20.4,2.6
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1329P0011_2442,TMS18F1329P0011,2442,38,,2,38,9,3,17,8.5,10.15,36.65,24.5,10.15,3.72,8.5,0.54,0.82,0.85,0.85,,99,,,,,,,,,50.87,47.7,51.17,52.37,,,
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1348P0101_2443,TMS18F1348P0101,2443,38,,2,38,8,3,38,5.6,13.05,34.06,21.06,13.05,4.45,5.6,0.7,0.78,0.87,0.87,1,85,,,,,,,,,51.13,48.3,50.27,53.7,,,
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1280P0107_2444,TMS18F1280P0107,2444,38,,2,38,7,9,46,16.51,24.35,37.74,25.94,24.35,9.19,16.51,0.6,0.77,0.82,0.86,1,,,,126,,,184,,,46.67,44.9,49.5,51.87,75.9,17.34,3.2
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1346P0023_2445,TMS18F1346P0023,2445,38,,2,38,6,2,18,5.65,7.56,,,7.56,,5.65,0.57,0.8,0.87,0.75,,,,,,,,,,,47.43,46.2,,,,,
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1211P0035_2446,TMS18F1211P0035,2446,38,,2,38,5,6,33,15.65,25.05,35.38,22.81,25.05,8.86,15.65,0.62,0.8,0.86,0.87,,107,,,154,,,207,93,2.8,52.73,48.7,51.43,49.77,89.14,26.51,1.6
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1348P0088_2447,TMS18F1348P0088,2447,38,,2,38,4,3,23,7.7,11.29,32.56,19.06,11.29,3.68,7.7,0.59,0.73,0.81,0.87,,77,,,133,,,168,,,47.67,48.17,50.6,50.8,0,18.18,2.8
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1076P0112_2448,TMS18F1076P0112,2448,38,,2,38,3,10,88,20.95,27.86,36.14,23.82,27.86,10.07,20.95,0.57,0.78,0.87,0.9,,80,,,117,,,160,91,2.6,54,48.2,53.07,52.63,77.94,17.02,2.6
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1353P0022_2449,TMS18F1353P0022,2449,38,,2,38,2,7,39,28.25,21.65,34.03,21.01,21.65,7.37,28.25,0.43,0.8,0.87,0.88,2,136,,,190,,,232,,,52.17,49.4,48.93,49.2,71.91,21.35,3.4
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-IITA-TMS-IBA980581_2450,IITA-TMS-IBA980581,2450,38,1,2,38,1,8,38,14.2,15.2,30.34,16.1,15.2,4.61,14.2,0.52,0.81,0.85,0.82,1,107,,,140,,,177,,,44.13,42.93,42.83,42.43,0,19.82,3.2
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMEB419_2451,TMEB419,2451,39,1,2,39,1,8,49,30.25,22.3,35.82,23.4,22.3,7.99,30.25,0.42,0.82,0.88,0.9,,130,,,201,,,241,,,52.27,50.2,50.9,53.93,0,24.36,2.6
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1338P0013_2452,TMS18F1338P0013,2452,39,,2,39,2,9,24,12.25,13.6,25.9,10.19,13.6,3.52,12.25,0.53,0.79,0.86,0.89,,103,,,136,,,162,104,2.6,47.93,49,49.1,48.03,86.19,20.46,1.6
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-IITA-TMS-IBA30572_2453,IITA-TMS-IBA30572,2453,39,1,2,39,3,1,10,2.06,1.8,,,1.8,,2.06,0.47,0.77,0.83,0.84,,,,,,,,,,,,,,,,,
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1313P0001_2454,TMS18F1313P0001,2454,39,,2,39,4,8,70,45.22,30.7,35.32,22.73,30.7,10.84,45.22,0.4,0.83,0.86,0.87,1,101,,,157,,,218,138,2.2,48.47,46.2,45.93,44.1,82.39,27.2,2.2
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1324p0026_2455,TMS18F1324p0026,2455,39,,2,39,5,5,42,23.24,20.35,30.02,15.67,20.35,6.11,23.24,0.47,0.83,0.88,0.85,,126,,,221,,,262,212,2.6,52.5,51,50.8,51.13,86.32,33.35,2.2
21.GS.C4B.PYT.500.ON,2022,onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1343P0171_2456,TMS18F1343P0171,2456,39,,2,39,6,4,17,9.5,11.95,30.43,16.21,11.95,3.64,9.5,0.56,0.79,0.82,0.86,,106,,,148,,,198,113,2,51.3,50.1,49.8,52.1,73.3,21.52,1.8
