trial,year_harvest,location,trial_type,plot_name,accession_name,plot_number,block_number,is_a_control,rep_number,row_number,col_number,SHTWT,RTWT,DM,STARCH,FYLD,DYLD,HI,NDVI3,NDVI6,NDVI9,LODG,PLTHTIII,PLTHTVI,PLTHTIX,ANGBR9,STMDI9,time
21.GS.C4B.PYT.500.ON,2022,Onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMEB419_2002,TMEB419,2002,21,1,2,21,2,15.2,16.45,34.9,22.16,16.45,5.74,0.52,0.82,0.88,0.83,1,131,196,264,0,23.28,3map
21.GS.C4B.PYT.500.ON,2022,Onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-IITA-TMS-IBA30572_2003,IITA-TMS-IBA30572,2003,21,1,2,21,3,10.95,9.45,30.72,16.61,9.45,2.9,0.46,0.72,0.84,0.82,1,,,,,,3map
21.GS.C4B.PYT.500.ON,2022,Onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1340P0001_2004,TMS18F1340P0001,2004,21,,2,21,4,18.35,13.55,30.95,16.91,13.55,4.19,0.42,0.78,0.87,0.81,,88,140,188,,23.17,3map
21.GS.C4B.PYT.500.ON,2022,Onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-IITA-TMS-IBA980581_2005,IITA-TMS-IBA980581,2005,21,1,2,21,5,19.5,25.25,28.32,13.41,25.25,7.15,0.56,0.72,0.79,0.89,1,121,177,237,0,29.08,3map
21.GS.C4B.PYT.500.ON,2022,Onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1539P0073_2006,TMS18F1539P0073,2006,21,,2,21,6,,,,,,,,,,,,,,,,,3map
21.GS.C4B.PYT.500.ON,2022,Onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1310P0168_2007,TMS18F1310P0168,2007,21,,2,21,7,23.75,17.05,31.78,18.01,17.05,5.42,0.42,0.79,0.85,0.88,1,127,185,239,0,25.24,3map
21.GS.C4B.PYT.500.ON,2022,Onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1338P0053_2008,TMS18F1338P0053,2008,21,,2,21,8,17.15,38.5,36.18,23.87,38.5,13.93,0.69,0.71,0.86,0.85,1,123,163,201,108.54,24.13,3map
21.GS.C4B.PYT.500.ON,2022,Onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1320P0082_2009,TMS18F1320P0082,2009,21,,2,21,9,9.9,16.75,35.38,22.81,16.75,5.93,0.63,0.67,0.77,0.85,,67,108,149,103.24,17.73,3map
21.GS.C4B.PYT.500.ON,2022,Onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1366P0014_2010,TMS18F1366P0014,2010,21,,2,21,10,27.72,23.45,34.41,21.52,23.45,8.07,0.46,0.76,0.89,0.88,1,106,143,203,97.39,28.49,3map
21.GS.C4B.PYT.500.ON,2022,Onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1355P0081_2011,TMS18F1355P0081,2011,21,,2,21,11,28,50.45,36.65,24.5,50.45,18.49,0.64,0.81,0.88,0.86,,95,152,193,92.12,20.47,3map
21.GS.C4B.PYT.500.ON,2022,Onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1056P0016_2012,TMS18F1056P0016,2012,21,,2,21,12,11.65,15.25,31.45,17.58,15.25,4.8,0.57,0.82,0.84,0.81,2,112,178,197,83.76,24.57,3map
21.GS.C4B.PYT.500.ON,2022,Onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1271P0001_2013,TMS18F1271P0001,2013,21,,2,21,13,11.9,12.1,30.73,16.62,12.1,3.72,0.5,0.73,0.81,0.88,2,,,,,,3map
21.GS.C4B.PYT.500.ON,2022,Onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1337P0049_2014,TMS18F1337P0049,2014,21,,2,21,14,15.1,22.75,35.78,23.34,22.75,8.14,0.6,0.73,0.74,0.82,1,99,127,195,87.96,22.67,3map
21.GS.C4B.PYT.500.ON,2022,Onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1361P0041_2015,TMS18F1361P0041,2015,21,,2,21,15,16.3,18.23,32.56,19.06,18.23,5.94,0.53,0.77,0.72,0.87,1,152,227,240,83.64,27.1,3map
21.GS.C4B.PYT.500.ON,2022,Onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1028P0003_2016,TMS18F1028P0003,2016,21,,2,21,16,32.25,40.29,35.04,22.36,40.29,14.12,0.56,0.79,0.79,0.77,1,177,219,226,94.18,29.94,3map
21.GS.C4B.PYT.500.ON,2022,Onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1305P0017_2017,TMS18F1305P0017,2017,21,,2,21,17,21.85,33.2,36.58,24.41,33.2,12.14,0.6,0.76,0.85,0.86,,130,187,190,84.86,24,3map
21.GS.C4B.PYT.500.ON,2022,Onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1280P0091_2018,TMS18F1280P0091,2018,21,,2,21,18,20.85,25.5,35.17,22.53,25.5,8.97,0.55,0.79,0.87,0.88,,122,178,225,92.02,28.43,3map
21.GS.C4B.PYT.500.ON,2022,Onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1059P0015_2019,TMS18F1059P0015,2019,21,,2,21,19,20.3,29.55,35.85,23.43,29.55,10.59,0.59,0.77,0.86,0.86,2,132,178,193,103.82,25.15,3map
21.GS.C4B.PYT.500.ON,2022,Onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1348P0092_2020,TMS18F1348P0092,2020,21,,2,21,20,15.2,39.75,37.34,25.41,39.75,14.84,0.72,0.77,0.84,0.92,,83,121,150,92.56,21.74,3map
21.GS.C4B.PYT.500.ON,2022,Onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-IITA-TMS-IBA982101_2021,IITA-TMS-IBA982101,2021,21,1,2,21,21,18.5,19.85,33.82,20.73,19.85,6.71,0.52,0.74,0.86,0.9,,93,145,198,,28.87,3map
21.GS.C4B.PYT.500.ON,2022,Onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1134P0010_2022,TMS18F1134P0010,2022,21,,2,21,22,32.04,42.75,35.49,22.96,42.75,15.17,0.57,0.77,0.89,0.88,,116,166,209,70,23.4,3map
21.GS.C4B.PYT.500.ON,2022,Onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1210P0021_2023,TMS18F1210P0021,2023,21,,2,21,23,12.75,9.5,30.47,16.27,9.5,2.89,0.43,0.74,0.87,0.87,2,95,159,190,100.35,20.28,3map
21.GS.C4B.PYT.500.ON,2022,Onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1324P0003_2024,TMS18F1324P0003,2024,21,,2,21,24,11.23,16.25,34.58,21.74,16.25,5.62,0.59,0.73,0.86,0.85,,82,116,142,0,14.37,3map
21.GS.C4B.PYT.500.ON,2022,Onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1344P0003_2025,TMS18F1344P0003,2025,21,,2,21,25,12.5,20.55,33.87,20.8,20.55,6.96,0.62,0.71,0.81,0.81,,133,200,235,0,22.33,3map
21.GS.C4B.PYT.500.ON,2022,Onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1348P0051_2026,TMS18F1348P0051,2026,22,,2,22,25,2.75,9.25,30.42,16.2,9.25,2.81,0.77,0.74,0.83,0.87,,,175,,,,3map
21.GS.C4B.PYT.500.ON,2022,Onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1324P0200_2027,TMS18F1324P0200,2027,22,,2,22,24,19.25,23.05,32.56,19.06,23.05,7.51,0.54,0.71,0.87,0.84,,96,161,180,103,24.87,3map
21.GS.C4B.PYT.500.ON,2022,Onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1324P0070_2028,TMS18F1324P0070,2028,22,,2,22,23,7.75,21.5,35.36,22.77,21.5,7.6,0.74,0.65,0.83,0.82,,94,154,165,110.44,18.16,3map
21.GS.C4B.PYT.500.ON,2022,Onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1484P0036_2029,TMS18F1484P0036,2029,22,,2,22,22,12.5,26.25,36.45,24.24,26.25,9.57,0.68,0.76,0.87,0.84,,105,153,179,82.41,19.33,3map
21.GS.C4B.PYT.500.ON,2022,Onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1349P0149_2030,TMS18F1349P0149,2030,22,,2,22,21,26.5,29.1,34.16,21.18,29.1,9.94,0.52,0.77,0.84,0.82,,123,183,256,88.49,26.23,3map
21.GS.C4B.PYT.500.ON,2022,Onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1068P0077_2031,TMS18F1068P0077,2031,22,,2,22,20,,,,,,,,,,,,,,,,,3map
21.GS.C4B.PYT.500.ON,2022,Onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1268P0019_2032,TMS18F1268P0019,2032,22,,2,22,19,14,15.05,34.37,21.46,15.05,5.17,0.52,0.79,0.84,0.9,2,92,129,159,89.32,25.89,3map
21.GS.C4B.PYT.500.ON,2022,Onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1132P0144_2033,TMS18F1132P0144,2033,22,,2,22,18,3.45,2.25,,,2.25,,0.39,0.67,0.79,0.85,4,67,102,119,93.18,14.16,3map
21.GS.C4B.PYT.500.ON,2022,Onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1076P0121_2034,TMS18F1076P0121,2034,22,,2,22,17,10.15,13.3,36.15,23.83,13.3,4.81,0.57,0.76,0.71,0.81,,120,182,229,68.44,22.13,3map
21.GS.C4B.PYT.500.ON,2022,Onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1299P0005_2035,TMS18F1299P0005,2035,22,,2,22,16,28.26,32.45,34.23,21.28,32.45,11.11,0.53,0.83,0.75,0.86,,136,208,241,93.3,27.91,3map
21.GS.C4B.PYT.500.ON,2022,Onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1324P0171_2036,TMS18F1324P0171,2036,22,,2,22,15,,,,,,,,,,,,,,,,,3map
21.GS.C4B.PYT.500.ON,2022,Onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1207P0008_2037,TMS18F1207P0008,2037,22,,2,22,14,38.75,40.05,35.38,22.81,40.05,14.17,0.51,0.74,0.88,0.9,1,91,143,215,76.12,34.13,3map
21.GS.C4B.PYT.500.ON,2022,Onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1309P0062_2038,TMS18F1309P0062,2038,22,,2,22,13,20.5,32.5,36.45,24.24,32.5,11.85,0.61,0.75,0.87,0.8,,106,171,214,95.95,26.82,3map
21.GS.C4B.PYT.500.ON,2022,Onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1069P0023_2039,TMS18F1069P0023,2039,22,,2,22,12,23.3,31.45,36.98,24.94,31.45,11.63,0.57,0.72,0.89,0.89,,136,200,279,0,27.14,3map
21.GS.C4B.PYT.500.ON,2022,Onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1326P0007_2040,TMS18F1326P0007,2040,22,,2,22,11,8.4,13.15,35.16,22.52,13.15,4.62,0.61,0.71,0.84,0.83,1,93,133,163,0,17.65,3map
21.GS.C4B.PYT.500.ON,2022,Onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1343P0012_2041,TMS18F1343P0012,2041,22,,2,22,10,4.25,11.4,33.94,20.88,11.4,3.87,0.73,0.68,0.8,0.88,1,111,149,186,0,16.91,3map
21.GS.C4B.PYT.500.ON,2022,Onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1324P0089_2042,TMS18F1324P0089,2042,22,,2,22,9,9.35,11.45,32.3,18.71,11.45,3.7,0.55,0.77,0.87,0.87,,97,144,167,0,18.71,3map
21.GS.C4B.PYT.500.ON,2022,Onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS13F1160P0004_2043,TMS13F1160P0004,2043,22,,2,22,8,27.25,37.4,36.37,24.13,37.4,13.6,0.58,0.78,0.85,0.88,4,130,154,207,82.15,28.1,3map
21.GS.C4B.PYT.500.ON,2022,Onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1007P0004_2044,TMS18F1007P0004,2044,22,,2,22,7,25.26,34.1,34.47,21.59,34.1,11.75,0.57,0.79,0.88,0.89,2,98,187,223,94.73,26.83,3map
21.GS.C4B.PYT.500.ON,2022,Onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1306P0129_2045,TMS18F1306P0129,2045,22,,2,22,6,21.4,45.23,35.45,22.9,45.23,16.03,0.68,0.72,0.84,0.88,,136,194,234,81.79,25.84,3map
21.GS.C4B.PYT.500.ON,2022,Onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1217P0121_2046,TMS18F1217P0121,2046,22,,2,22,5,4.35,17.86,31.14,17.16,17.86,5.56,0.8,0.72,0.85,0.82,,90,122,163,79.28,21.03,3map
21.GS.C4B.PYT.500.ON,2022,Onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-IITA-TMS-IBA000070_2047,IITA-TMS-IBA000070,2047,22,1,2,22,4,29.05,45.01,34.97,22.26,45.01,15.74,0.61,0.81,0.88,0.89,1,123,187,233,85,24.15,3map
21.GS.C4B.PYT.500.ON,2022,Onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1144P0010_2048,TMS18F1144P0010,2048,22,,2,22,3,8.55,21.3,33.87,20.79,21.3,7.21,0.71,0.8,0.85,0.84,,93,112,153,0,17.99,3map
21.GS.C4B.PYT.500.ON,2022,Onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1150P0011_2049,TMS18F1150P0011,2049,22,,2,22,2,32.6,46.45,32.27,18.67,46.45,14.99,0.59,0.76,0.88,0.87,2,126,199,257,81.45,24.28,3map
21.GS.C4B.PYT.500.ON,2022,Onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1318P0036_2050,TMS18F1318P0036,2050,22,,2,22,1,8.9,20.5,33.29,20.02,20.5,6.82,0.7,0.78,0.87,0.86,,106,131,182,98.84,25.8,3map
21.GS.C4B.PYT.500.ON,2022,Onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1389P0031_2051,TMS18F1389P0031,2051,23,,2,23,1,11.55,17.15,30.65,16.52,17.15,5.26,0.6,0.76,0.88,0.87,2,89,153,205,86.35,20.86,3map
21.GS.C4B.PYT.500.ON,2022,Onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1274P0020_2052,TMS18F1274P0020,2052,23,,2,23,2,9.7,26.4,35.4,22.84,26.4,9.35,0.73,0.77,0.85,0.87,,92,110,142,77.72,17.76,3map
21.GS.C4B.PYT.500.ON,2022,Onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1250P0050_2053,TMS18F1250P0050,2053,23,,2,23,3,13.2,25.6,31.82,18.07,25.6,8.15,0.66,0.75,0.87,0.83,,114,154,171,86.54,23.54,3map
21.GS.C4B.PYT.500.ON,2022,Onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1073P0038_2054,TMS18F1073P0038,2054,23,,2,23,4,,,,,,,,,,,,,,,,,3map
21.GS.C4B.PYT.500.ON,2022,Onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1313P0013_2055,TMS18F1313P0013,2055,23,,2,23,5,37.2,50.15,37.37,25.46,50.15,18.74,0.57,0.78,0.89,0.9,,115,196,243,95.72,26.1,3map
21.GS.C4B.PYT.500.ON,2022,Onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1323P0002_2056,TMS18F1323P0002,2056,23,,2,23,6,4.8,13.25,33.96,20.92,13.25,4.5,0.73,0.78,0.87,0.85,,91,117,172,88.44,25.59,3map
21.GS.C4B.PYT.500.ON,2022,Onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1485P0022_2057,TMS18F1485P0022,2057,23,,2,23,7,50.89,44.56,33.76,20.66,44.56,15.05,0.47,0.82,0.88,0.84,9,107,183,215,75.54,26.02,3map
21.GS.C4B.PYT.500.ON,2022,Onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMEB419_2058,TMEB419,2058,23,1,2,23,8,,,,,,,,,,,,,,,,,3map
21.GS.C4B.PYT.500.ON,2022,Onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1278P0180_2059,TMS18F1278P0180,2059,23,,2,23,9,5.2,11.76,28.27,13.34,11.76,3.32,0.69,0.75,0.83,0.88,1,102,,,,,3map
21.GS.C4B.PYT.500.ON,2022,Onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1040P0032_2060,TMS18F1040P0032,2060,23,,2,23,10,12.86,27.3,34.14,21.16,27.3,9.32,0.68,0.77,0.85,0.84,1,117,171,193,91.55,23.49,3map
21.GS.C4B.PYT.500.ON,2022,Onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1348P0113_2061,TMS18F1348P0113,2061,23,,2,23,11,25.4,42.5,28.53,13.69,42.5,12.13,0.63,0.75,0.85,0.85,1,137,193,243,70.48,24.42,3map
21.GS.C4B.PYT.500.ON,2022,Onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1318P0054_2062,TMS18F1318P0054,2062,23,,2,23,12,25.5,36.6,36.36,24.11,36.6,13.31,0.59,0.79,0.88,0.9,,131,210,247,0,24.86,3map
21.GS.C4B.PYT.500.ON,2022,Onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-IITA-TMS-IBA982101_2063,IITA-TMS-IBA982101,2063,23,1,2,23,13,16.45,21.6,33.71,20.58,21.6,7.28,0.57,0.72,0.85,0.89,,96,,,,,3map
21.GS.C4B.PYT.500.ON,2022,Onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1319P0061_2064,TMS18F1319P0061,2064,23,,2,23,14,27.25,35.55,35.57,23.07,35.55,12.65,0.57,0.81,0.83,0.91,2,105,170,202,89.32,32.57,3map
21.GS.C4B.PYT.500.ON,2022,Onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-IITA-TMS-IBA30572_2065,IITA-TMS-IBA30572,2065,23,1,2,23,15,12.55,12.9,35.32,22.73,12.9,4.56,0.51,0.75,0.85,0.89,2,141,167,205,93.54,,3map
21.GS.C4B.PYT.500.ON,2022,Onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1007P0005_2066,TMS18F1007P0005,2066,23,,2,23,16,24.1,27.5,37.25,25.29,27.5,10.24,0.53,0.79,0.88,0.9,,98,148,221,93.99,23.1,3map
21.GS.C4B.PYT.500.ON,2022,Onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1314P0007_2067,TMS18F1314P0007,2067,23,,2,23,17,42.15,28.47,30.47,16.26,28.47,8.67,0.4,0.77,0.91,0.89,,111,187,193,86.96,30.13,3map
21.GS.C4B.PYT.500.ON,2022,Onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1320P0087_2068,TMS18F1320P0087,2068,23,,2,23,18,,,,,,,,,,,,,,,,,3map
21.GS.C4B.PYT.500.ON,2022,Onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1364P0018_2069,TMS18F1364P0018,2069,23,,2,23,19,20.5,39.6,33.87,20.8,39.6,13.41,0.66,0.77,0.83,0.87,,113,177,241,76.67,24.33,3map
21.GS.C4B.PYT.500.ON,2022,Onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-IITA-TMS-IBA980581_2070,IITA-TMS-IBA980581,2070,23,1,2,23,20,17,22.21,31.66,17.86,22.21,7.03,0.57,0.76,0.84,0.83,1,130,216,250,0,29.81,3map
21.GS.C4B.PYT.500.ON,2022,Onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1338P0099_2071,TMS18F1338P0099,2071,23,,2,23,21,13.4,20.6,34.95,22.23,20.6,7.2,0.61,0.74,0.84,0.87,,115,225,209,99.28,22.64,3map
21.GS.C4B.PYT.500.ON,2022,Onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1328P0032_2072,TMS18F1328P0032,2072,23,,2,23,22,21.3,23.85,36.05,23.7,23.85,8.6,0.53,0.81,0.85,0.85,,102,169,175,0,24.01,3map
21.GS.C4B.PYT.500.ON,2022,Onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1120P0006_2073,TMS18F1120P0006,2073,23,,2,23,23,16.5,26.37,33.71,20.58,26.37,8.89,0.62,0.76,0.87,0.85,,114,149,218,96.8,23.92,3map
21.GS.C4B.PYT.500.ON,2022,Onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1092P0016_2074,TMS18F1092P0016,2074,23,,2,23,24,12.6,9.45,,,9.45,,0.43,0.79,0.77,0.82,5,106,136,135,105.5,26.81,3map
21.GS.C4B.PYT.500.ON,2022,Onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1424P0021_2075,TMS18F1424P0021,2075,23,,2,23,25,36.85,32.75,31.43,17.55,32.75,10.29,0.47,0.81,0.88,0.84,2,155,220,279,76.88,34.95,3map
21.GS.C4B.PYT.500.ON,2022,Onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1364P0027_2076,TMS18F1364P0027,2076,24,,2,24,25,4.5,3.25,,,3.25,,0.42,0.72,0.59,0.9,1,,,,,,3map
21.GS.C4B.PYT.500.ON,2022,Onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1209P0015_2077,TMS18F1209P0015,2077,24,,2,24,24,15.2,29.05,32.09,18.43,29.05,9.32,0.66,0.81,0.88,0.84,,123,194,242,99.25,23.07,3map
21.GS.C4B.PYT.500.ON,2022,Onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1287P0039_2078,TMS18F1287P0039,2078,24,,2,24,23,21.24,32.75,36.36,24.11,32.75,11.91,0.61,0.77,0.87,0.85,,122,189,145,85.2,29.49,3map
21.GS.C4B.PYT.500.ON,2022,Onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1265P0030_2079,TMS18F1265P0030,2079,24,,2,24,22,2,4.45,,,4.45,,0.69,0.61,0.79,0.9,,58,88,139,0,,3map
21.GS.C4B.PYT.500.ON,2022,Onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1344P0153_2080,TMS18F1344P0153,2080,24,,2,24,21,34.6,37.2,34.45,21.57,37.2,12.82,0.52,0.77,0.88,0.84,1,122,184,230,100.3,30.92,3map
21.GS.C4B.PYT.500.ON,2022,Onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1348P0131_2081,TMS18F1348P0131,2081,24,,2,24,20,16.05,14.65,36.58,24.41,14.65,5.36,0.48,0.79,0.87,0.85,2,127,193,,69.75,,3map
21.GS.C4B.PYT.500.ON,2022,Onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1349P0157_2082,TMS18F1349P0157,2082,24,,2,24,19,33.6,41.5,36.81,24.72,41.5,15.28,0.55,0.76,0.86,0.91,,118,179,210,76.31,28.65,3map
21.GS.C4B.PYT.500.ON,2022,Onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1347P0029_2083,TMS18F1347P0029,2083,24,,2,24,18,33.7,47.53,39.48,28.27,47.53,18.76,0.59,0.8,0.88,0.85,,142,216,271,95.57,27.13,3map
21.GS.C4B.PYT.500.ON,2022,Onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1344P0100_2084,TMS18F1344P0100,2084,24,,2,24,17,20.45,33.4,32.12,18.46,33.4,10.73,0.62,0.85,0.89,0.9,,102,169,234,79.97,28.68,3map
21.GS.C4B.PYT.500.ON,2022,Onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1469P0062_2085,TMS18F1469P0062,2085,24,,2,24,16,28.45,33.45,32.92,19.54,33.45,11.01,0.54,0.83,0.89,0.87,1,137,,232,0,23.89,3map
21.GS.C4B.PYT.500.ON,2022,Onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1341P0037_2086,TMS18F1341P0037,2086,24,,2,24,15,18.85,28.76,31.06,17.06,28.76,8.93,0.6,0.75,0.89,0.82,,124,,250,91.32,23.13,3map
21.GS.C4B.PYT.500.ON,2022,Onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1350P0065_2087,TMS18F1350P0065,2087,24,,2,24,14,10.65,25.36,36.85,24.77,25.36,9.35,0.7,0.72,0.86,0.86,,101,202,168,84.94,20.15,3map
21.GS.C4B.PYT.500.ON,2022,Onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-IITA-TMS-IBA000070_2088,IITA-TMS-IBA000070,2088,24,1,2,24,13,27.7,47.55,34.26,21.32,47.55,16.29,0.63,0.78,0.88,0.81,,111,144,241,82.86,30.01,3map
21.GS.C4B.PYT.500.ON,2022,Onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1138P0028_2089,TMS18F1138P0028,2089,24,,2,24,12,13.85,27.05,33.72,20.59,27.05,9.12,0.66,0.67,0.82,0.84,,123,195,189,0,23.32,3map
21.GS.C4B.PYT.500.ON,2022,Onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1047P0049_2090,TMS18F1047P0049,2090,24,,2,24,11,11.64,19.2,33.07,19.73,19.2,6.35,0.62,0.74,0.84,0.86,1,121,162,189,0,17,3map
21.GS.C4B.PYT.500.ON,2022,Onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1348P0157_2091,TMS18F1348P0157,2091,24,,2,24,10,17,33.25,36.82,24.73,33.25,12.24,0.66,0.76,0.89,0.89,,103,158,179,87.01,18.7,3map
21.GS.C4B.PYT.500.ON,2022,Onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1180P0033_2092,TMS18F1180P0033,2092,24,,2,24,9,29.4,19.6,32.6,19.11,19.6,6.39,0.4,0.79,0.88,0.9,1,116,151,191,,,3map
21.GS.C4B.PYT.500.ON,2022,Onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1319P0033_2093,TMS18F1319P0033,2093,24,,2,24,8,24.35,32.5,36.66,24.51,32.5,11.91,0.57,0.77,0.89,0.86,,113,172,233,78.04,24.67,3map
21.GS.C4B.PYT.500.ON,2022,Onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1042P0009_2094,TMS18F1042P0009,2094,24,,2,24,7,26.5,23,36.23,23.93,23,8.33,0.46,0.78,0.88,0.88,1,110,211,,99.55,40.88,3map
21.GS.C4B.PYT.500.ON,2022,Onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1306P0135_2095,TMS18F1306P0135,2095,24,,2,24,6,5.55,7.5,,,7.5,,0.57,0.76,0.85,0.82,1,,,,,,3map
21.GS.C4B.PYT.500.ON,2022,Onne,PYT,2020-19.GS.C4B.PYT.500.IK-rep2-TMS18F1056P0019_2096,TMS18F1056P0019,2096,24,,2,24,5,17.2,23.29,35.96,23.58,23.29,8.37,0.58,0.8,0.85,0.86,2,135,,,,,3map
