ENV,ENTRY,BLK,REP,NOHAV,RTNO,SHTWT,RTWT,DM,STARCH,FYLD,DYLD,TYLD,HI,NDVI3,NDVI6,NDVI9,LODG,PLTHTIII,BRNHTIII,BRNLEVIII,PLTHTVI,BRNHTVI,BRNLEVVI,PLTHTIX,BRNHTIX,BRNLEVIX,CHL3,CHL6,CHL9,CHL12,ANGBR9,STMDI9,PPSTD9
onne,IITA-TMS-IBA980581,38,2,8,38,14.2,15.2,30.34,16.1,15.2,4.61,14.2,0.52,0.81,0.85,0.82,1,107.00,,,140.00,,,177.00,,,44.13,42.93,42.83,42.43,0.00,19.82,3.20
onne,TMEB419,39,2,8,49,30.25,22.3,35.82,23.4,22.3,7.99,30.25,0.42,0.82,0.88,0.9,,130.00,,,201.00,,,241.00,,,52.27,50.20,50.90,53.93,0.00,24.36,2.60
onne,TMS18F1338P0013,39,2,9,24,12.25,13.6,25.9,10.19,13.6,3.52,12.25,0.53,0.79,0.86,0.89,,103.00,,,136.00,,,162.00,104.00,2.60,47.93,49.00,49.10,48.03,86.19,20.46,1.60
onne,IITA-TMS-IBA30572,39,2,1,10,2.06,1.8,,,1.8,,2.06,0.47,0.77,0.83,0.84,,,,,,,,,,,,,,,,,
onne,TMS18F1313P0001,39,2,8,70,45.22,30.7,35.32,22.73,30.7,10.84,45.22,0.4,0.83,0.86,0.87,1,101.00,,,157.00,,,218.00,138.00,2.20,48.47,46.20,45.93,44.10,82.39,27.20,2.20
onne,TMS18F1324p0026,39,2,5,42,23.24,20.35,30.02,15.67,20.35,6.11,23.24,0.47,0.83,0.88,0.85,,126.00,,,221.00,,,262.00,212.00,2.60,52.50,51.00,50.80,51.13,86.32,33.35,2.20
onne,TMS18F1343P0171,39,2,4,17,9.5,11.95,30.43,16.21,11.95,3.64,9.5,0.56,0.79,0.82,0.86,,106.00,,,148.00,,,198.00,113.00,2.00,51.30,50.10,49.80,52.10,73.30,21.52,1.80
onne,TMS18F1349P0126,39,2,10,66,21.07,43.6,33.72,20.59,43.6,14.7,21.07,0.67,0.83,0.87,0.84,,112.00,,,164.00,,,224.00,,,51.93,47.93,51.40,52.00,93.17,19.01,2.60
onne,TMS18F1324P0092,39,2,5,18,5.85,8.25,25.16,9.2,8.25,2.08,5.85,0.59,0.76,0.85,0.84,1,103.00,,,125.00,,,168.00,,,48.90,49.40,51.30,52.10,104.32,22.52,1.80
onne,TMS18F1047P0045,39,2,9,87,14.45,34.78,34.87,22.13,34.78,12.13,14.45,0.71,0.78,0.83,0.84,,111.00,,,134.00,94.00,2.80,173.00,108.00,2.20,46.57,46.23,47.80,47.53,97.67,20.80,2.00
onne,TMS18F1298P0044,39,2,6,67,9.35,15.5,33.69,20.56,15.5,5.22,9.35,0.62,0.7,0.84,0.83,,122.00,,,167.00,,,,,,49.97,48.80,51.27,50.83,93.13,21.79,2.40
onne,TMS18F1003P0003,39,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
onne,TMS18F1258P0153,39,2,3,35,15.8,28.65,33.91,20.85,28.65,9.72,15.8,0.64,0.83,0.81,0.87,3,94.00,,,145.00,74.00,2.60,208.00,86.00,2.80,51.27,50.63,49.80,52.40,101.38,26.96,2.20
onne,TMS18F1163P0044,39,2,8,81,29.15,29.08,37.37,25.46,29.08,10.87,29.15,0.5,0.86,0.82,0.83,1,152.00,,,197.00,,,240.00,,,52.00,49.63,51.90,54.27,92.08,21.40,1.40
onne,TMS18F1096P0013,39,2,10,78,28.15,47.29,37.57,25.73,47.29,17.77,28.15,0.63,0.81,0.88,0.85,2,117.00,,,175.00,134.00,2.60,223.00,131.00,2.80,51.67,48.13,49.03,53.23,89.65,22.19,3.40
onne,TMS18F1562P0026,39,2,7,36,20.3,22.65,35.4,22.84,22.65,8.02,20.3,0.53,0.83,0.87,0.8,1,106.00,,,158.00,65.00,2.20,167.00,60.00,2.00,50.90,47.90,50.97,53.50,86.81,29.41,1.60
onne,NR130124,39,2,5,36,19.48,31.15,28.77,14,31.15,8.96,19.48,0.62,0.83,0.82,0.82,,126.00,,,195.00,,,256.00,201.00,2.60,49.27,45.30,44.87,47.13,88.13,30.97,2.00
onne,TMS18F1330P0009,39,2,9,78,24,39.85,35.88,23.48,39.85,14.3,24,0.62,0.78,0.82,0.87,1,100.00,,,140.00,,,164.00,99.00,2.60,52.03,47.90,51.20,51.27,94.53,19.11,3.20
onne,IITA-TMS-IBA000070,39,2,9,57,29.45,42.5,34.03,21,42.5,14.46,29.45,0.59,0.82,0.88,0.88,3,121.00,,,183.00,,,249.00,126.00,2.20,53.17,50.80,51.47,55.27,88.93,23.18,1.80
onne,TMS18F1076P0103,39,2,4,35,18.7,27.5,32.7,19.24,27.5,8.99,18.7,0.6,0.76,0.87,0.87,1,88.00,,,,,,,,,47.33,48.67,50.47,54.33,,,
onne,TMS18F1215P0027,39,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
onne,IITA-TMS-IBA980581,39,2,6,55,11.85,22.38,26.6,11.11,22.38,5.95,11.85,0.65,0.79,0.85,0.86,1,102.00,,,148.00,,,182.00,,,44.07,43.13,43.70,43.40,0.00,23.54,2.00
onne,TMS18F1426P0001,39,2,3,16,16.25,14.4,,,14.4,,16.25,0.47,0.78,0.81,0.84,1,,,,,,,,,,53.07,47.90,46.27,51.10,,,
onne,TMS18F1225P0030,39,2,3,22,7.55,11.5,32.66,19.19,11.5,3.76,7.55,0.6,0.81,0.87,0.81,1,134.00,,,168.00,101.00,2.60,202.00,105.00,2.60,51.93,47.33,41.07,40.73,85.95,,1.20
onne,TMS18F1317P0048,39,2,5,32,11.02,13.5,33.53,20.34,13.5,4.53,11.02,0.55,0.75,0.85,0.85,2,74.00,,,122.00,67.00,2.00,196.00,110.00,2.00,48.83,43.93,44.10,45.10,101.00,19.18,2.20
onne,TMS18F1303P0027,39,2,11,56,27.24,17.05,32.99,19.63,17.05,5.63,27.24,0.38,0.81,0.9,0.82,,94.00,,,145.00,,,203.00,115.00,2.20,50.70,49.53,51.17,50.60,88.68,24.35,2.60
onne,TMS18F1355p0025,40,2,7,36,11.02,21.05,29.87,15.47,21.05,6.29,11.02,0.66,0.75,0.85,0.84,,120.00,,,185.00,,,229.00,,,54.90,50.80,51.67,52.80,0.00,26.19,1.80
onne,TMS18F1337P0044,40,2,6,52,6.07,13.6,32.66,19.19,13.6,4.44,6.07,0.69,0.81,0.87,0.81,,85.00,,,124.00,,,152.00,36.00,2.20,51.33,48.63,51.47,50.33,70.07,21.11,1.60
onne,TMS18F1396P0032,40,2,6,34,15.2,19.05,31.14,17.16,19.05,5.93,15.2,0.56,0.81,0.87,0.8,,131.00,,,176.00,,,254.00,211.00,2.80,51.23,45.73,49.67,45.53,85.95,28.12,2.40
onne,TMS18F1324P0046,40,2,5,38,9.1,12.1,30.49,16.3,12.1,3.69,9.1,0.57,0.77,0.84,0.82,1,98.00,78.00,2.60,146.00,76.00,2.80,169.00,75.00,2.80,49.60,45.33,50.33,43.67,91.35,21.61,2.20
onne,TMS18F1240P0026,40,2,8,94,15.25,43.85,33.41,20.18,43.85,14.65,15.25,0.74,0.78,0.88,0.78,,91.00,,,135.00,106.00,2.80,149.00,106.00,2.40,52.57,50.57,52.17,56.10,90.83,22.59,1.80
onne,IITA-TMS-IBA982101,40,2,7,40,20.7,25.75,32.14,18.49,25.75,8.28,20.7,0.55,0.84,0.88,0.81,,106.00,,,161.00,87.00,2.80,209.00,92.00,2.60,45.27,42.17,39.43,40.77,102.04,33.43,1.80
onne,TMS18F1174P0011,40,2,5,35,10.75,12.08,35.96,23.58,12.08,4.34,10.75,0.53,0.82,0.84,0.8,3,114.00,,,156.00,103.00,2.80,159.00,101.00,2.40,52.07,49.03,52.17,54.80,98.44,23.34,2.00
onne,TMS18F1041P0005,40,2,2,16,3,10.95,35.05,22.37,10.95,3.84,3,0.78,0.83,0.87,0.82,,,,,,,,,,,,47.53,,,,,
onne,TMS18F1331P0016,40,2,3,70,22.12,46.12,31.56,17.72,46.12,14.56,22.12,0.68,0.85,0.88,0.86,3,126.00,78.00,2.40,143.00,,,189.00,77.00,2.40,55.63,50.93,52.97,53.87,81.80,30.83,2.00
onne,TMS18F1138P0037,40,2,2,15,21.55,13.53,28.61,13.79,13.53,3.87,21.55,0.39,0.83,0.87,0.8,1,,,,,,,,,,48.70,48.80,52.20,48.40,,,
onne,TMS18F1025P0041,40,2,7,58,14,15.75,37.71,25.91,15.75,5.94,14,0.53,0.74,0.88,0.78,,107.00,,,143.00,,,191.00,119.00,2.20,52.07,47.40,49.77,48.90,96.54,23.59,2.00
onne,TMS18F1309P0074,40,2,8,26,11.5,16.48,28.57,13.74,16.48,4.71,11.5,0.59,0.8,0.88,0.8,,96.00,,,153.00,,,187.00,,,48.97,47.80,52.00,52.17,0.00,18.56,2.80
onne,TMS18F1240P0024,40,2,6,50,21.85,29.3,32.49,18.96,29.3,9.52,21.85,0.57,0.83,0.88,0.81,1,122.00,,,176.00,,,217.00,149.00,2.80,52.53,46.17,52.37,56.80,92.39,23.56,2.60
onne,TMS18F1562P0025,40,2,5,27,28.45,15.42,33.57,20.4,15.42,5.18,28.45,0.35,0.75,0.88,0.86,5,86.00,,,,,,195.00,94.00,3.00,44.20,47.43,51.40,50.50,85.46,30.03,3.80
onne,TMS18F1306P0114,40,2,3,46,13.58,27.9,31.1,17.1,27.9,8.68,13.58,0.67,0.83,0.87,0.8,7,81.00,58.00,3.20,137.00,67.00,2.60,169.00,70.00,3.20,50.17,45.90,43.00,42.57,96.69,27.82,2.40
onne,TMS18F1289P0014,40,2,5,40,31.63,36.8,39.48,28.27,36.8,14.53,31.63,0.54,0.8,0.89,0.85,,101.00,,,175.00,80.00,3.00,236.00,90.00,2.80,49.73,49.77,50.00,48.37,87.51,31.03,2.20
onne,TMS18F1348P0097,40,2,9,69,30.26,32.25,32.78,19.35,32.25,10.57,30.26,0.52,0.8,0.86,0.83,1,131.00,,,191.00,,,264.00,,,51.23,47.80,51.63,53.03,50.83,25.13,3.40
onne,TMS18F1262P0008,40,2,5,28,30.4,11,33.33,20.08,11,3.67,30.4,0.27,0.81,0.88,0.81,4,121.00,,,,,,,,,50.57,51.00,50.53,47.90,,,
onne,TMS18F1263P0037,40,2,6,63,42.35,25.1,33.94,20.89,25.1,8.52,42.35,0.37,0.85,0.88,0.83,1,93.00,,,192.00,,,268.00,192.00,3.20,50.87,48.90,51.87,50.53,85.62,28.93,2.80
onne,TMS18F1332P0002,40,2,8,58,17.23,23.55,30.26,15.99,23.55,7.13,17.23,0.58,0.8,0.82,0.86,1,110.00,,,158.00,,,216.00,,,47.27,46.37,48.83,51.63,0.00,22.26,2.00
onne,TMS18F1380P0003,40,2,,,,,,,,,,,,0.64,,,,,,,,,,,,,,,,,,
onne,TMS18F1396P0017,40,2,1,7,4.1,3.4,,,3.4,,4.1,0.45,0.85,0.88,0.83,,,,,,,,,,,51.67,,,,,,
onne,TMS18F1056P0066,40,2,3,24,14.2,13.25,34.31,21.39,13.25,4.55,14.2,0.48,0.79,0.87,0.87,,,,,,,,,,,49.60,48.20,49.43,44.23,,,
onne,TMS18F1320P0086,40,2,2,15,7.55,7.39,,,7.39,,7.55,0.49,0.75,0.87,0.84,,,,,,,,,,,49.53,49.57,51.43,49.83,,,
onne,TMS18F1562P0023,40,2,4,21,53.05,9.9,,,9.9,,53.05,0.16,0.81,0.88,0.9,5,97.00,75.00,3.00,161.00,78.00,3.00,202.00,99.00,3.00,51.57,50.70,52.17,53.10,86.64,28.51,2.20
mokwa,TMS18F1355P0081,1,1,8,96,37.3,36.3,31.04,17.03,48.4,15.02,49.73,0.49,0.87,0.67,0.58,1,65,44,1,81.4,46,1,88,44.4,2,55.83,50.9,48.6,46.53,72.64,,2
mokwa,TMS18F1305P0138,1,1,2,18,7.6,6.55,33.19,19.89,8.73,2.9,10.13,0.46,0.86,0.7,0.68,0,,,,,,,,,,,,,,,,2
mokwa,TMS18F1348P0097,1,1,6,64,23.59,21.25,31.02,17.01,28.33,8.79,31.45,0.47,0.86,0.69,0.73,2,80,58,1,94,,,110,56,2,47.2,47.7,43.27,41.5,64.31,19.636,6
mokwa,TMS18F1352P0049,1,1,6,54,18.78,20.2,31.8,18.04,26.93,8.56,25.04,0.52,0.82,0.62,0.56,3,87,60,1,93.8,57.4,1,100,53.6,2,50.13,50.63,48.2,47.27,65.93,23.596,1
mokwa,TMS18F1485P0020,1,1,5,25,14.74,6.45,29.78,15.36,8.6,2.56,19.65,0.3,0.85,0.49,0.59,2,79,37.6,1,96,35.4,2,106,35,2,39.2,44.63,34.27,38.97,87.64,21.352,2
mokwa,TMS18F1340P0001,1,1,9,89,22.75,25.95,34.14,21.16,34.6,11.81,30.33,0.53,0.79,0.54,0.56,0,80,,,95,43,2,111,49,1,54.03,44.43,43.33,50.77,68.54,17.872,3
mokwa,TMS18F1258P0153,1,1,5,40,17.05,15.34,32.15,18.51,20.45,6.58,22.73,0.47,0.86,0.73,0.54,2,99,,,105,70.6,1,117,72.6,2,51.8,49.83,41.87,46.83,78.57,24.254,2
mokwa,TMS18F1562P0023,1,1,6,26,37.45,5.1,,,6.8,,49.93,0.12,0.87,0.71,0.72,5,98,,,151,54.6,2,160,63,3,52.1,49.17,45.1,52.27,79.17,18.954,2
mokwa,TMEB419,1,1,1,12,11.8,18.9,30.98,16.95,25.2,7.81,15.73,0.62,0.86,0.76,0.71,2,,,,,,,,,,,,,44.07,,,2
mokwa,TMS18F1338P0115,1,1,4,10,1.8,0.55,,,0.73,,2.4,0.23,0.79,0.5,0.51,2,55,,,74.4,56.4,1,78,63.4,1,44.3,38.13,30.33,39.23,67.23,14.15,3
mokwa,TMS18F1308P0077,1,1,7,66,31.45,21.7,32.46,18.93,28.93,9.39,41.93,0.41,0.89,0.65,0.62,3,93,54.6,1,121,53,2,123,51,2,44.93,35.47,41.17,38.9,71.63,19.458,2
mokwa,TMS18F1337P0049,1,1,3,23,29.6,7.9,28.31,13.39,10.53,2.98,39.47,0.21,0.86,0.54,0.53,1,,,,,,,,,,47.2,41.33,48.23,39.2,,,1
mokwa,TMS18F1005P0023,1,1,4,34,22.55,13.13,30.93,16.89,17.51,5.42,30.07,0.37,0.83,0.61,0.71,1,77,,,97,62,1,104,65,2,52.5,43.47,50.47,44.8,74.21,22.096,1
mokwa,IITA-TMS-IBA30572,1,1,2,15,17.86,6.05,27.56,12.4,8.07,2.22,23.81,0.25,0.89,0.69,0.49,0,,,,,,,,,,,,,,,,2
mokwa,TMS18F1287P0029,1,1,4,25,13.12,8.8,30.77,16.67,11.73,3.61,17.49,0.4,0.88,0.48,0.36,1,72.4,,,86,,,,,,54,44.8,30.73,45.5,,,3
mokwa,TMS18F1489P0040,1,1,5,43,46.01,19,29.71,15.26,25.33,7.53,61.35,0.29,0.89,0.66,0.62,1,117,39,2,139,40.4,3,162,40,4,52.7,45.13,38.1,43.63,83.74,26.488,1
mokwa,TMS18F1340P0030,1,1,9,73,30.3,22.85,31.23,17.29,30.47,9.52,40.4,0.43,0.88,0.63,0.69,1,128,71.6,1,133.4,72,1,155,82,2,53.17,51.93,45.77,45.67,85.94,23.366,3
mokwa,TMS18F1389P0021,1,1,8,55,38.75,12.1,28.75,13.98,16.13,4.64,51.67,0.24,0.89,0.72,0.6,2,148,74.4,2,162,57,2,170,46.6,3,55.1,53.57,49.87,46.07,89.53,27.712,2
mokwa,TMS18F1019P0018,1,1,7,27,27.3,8.72,25.9,10.19,11.63,3.01,36.4,0.24,0.84,0.56,0.64,3,115,,,132,,,143,88,2,45.13,42.8,43.1,35.97,88.1,21.57,2
mokwa,TMS18F1318P0036,1,1,8,68,27.2,5.15,32.56,19.06,6.87,2.24,36.27,0.16,0.85,0.59,0.66,1,133,43.6,2,153,46,3,157,43,3,51.43,51.33,42.37,45,83.23,19.75,2
mokwa,TMS18F1562P0030,1,1,8,82,32.8,23.45,37.1,25.1,31.27,11.6,43.73,0.42,0.83,0.63,0.69,0,164,52,2,190,51,2,191,50,3,53.77,45.9,38.73,49.23,71.02,19.132,2
mokwa,TMS18F1334P0023,1,1,8,52,25.92,18.75,35.12,22.46,25,8.78,34.56,0.42,0.83,0.58,0.68,0,130,77.2,1,150,78,2,153,77,2,49.63,37,42.07,42.2,94.86,21.182,2
mokwa,TMS18F1272P0037,1,1,8,55,44.55,4.65,25.81,10.07,6.2,1.6,59.4,0.09,0.87,0.6,0.63,0,139,50.6,2,164,47.4,2,174,52,3,52.4,47.4,42.57,48.5,86.45,20.428,2
mokwa,TMS18F1132P0144,1,1,4,20,9.95,7,,,9.33,,13.27,0.41,0.86,0.67,0.57,4,71,,,89,54.6,1,110,58,1,41.67,35.27,36,43.67,58.46,16.968,3
mokwa,TMS18F1306P0129,1,1,6,49,32.68,24.84,21.21,3.93,33.12,7.02,43.57,0.43,0.87,0.68,0.63,1,132,82,1,143,,,162,,,50.2,40.63,39.37,40.53,70.51,21.658,2
mokwa,TMS18F1349P0064,2,1,9,77,32,27.65,27.46,12.27,36.87,10.12,42.67,0.46,0.86,0.51,0.61,1,107,,,115,,,129,,,51.4,40.73,42.9,40.9,,20.42,2
mokwa,IITA-TMS-IBA000070,2,1,8,50,34.18,33.8,31.5,17.65,45.07,14.2,45.57,0.5,0.9,0.63,0.72,0,109,47,1,132,46,2,139,48,2,53.77,48.7,47.07,44.23,80.68,21.418,2
mokwa,TMS18F1343P0014,2,1,3,8,9.6,8,23.36,6.81,10.67,2.49,12.8,0.45,0.81,0.61,0.61,3,,,,,,,,,,50.3,51.07,44.23,41.3,,,1
mokwa,TMS18F1076P0121,2,1,3,22,23.85,14.8,32.63,19.14,19.73,6.44,31.8,0.38,0.89,0.67,0.68,0,,,,,,,,,,53.07,48.13,48.6,44.4,,,2
mokwa,TMS18F1260P0060,2,1,8,60,25.07,24.3,31.89,18.17,32.4,10.33,33.43,0.49,0.88,0.57,0.59,0,90,34.4,2,107.4,37,2,110,37,3,46.37,48.57,41.03,41.17,86.24,19.67,2
mokwa,TMS18F1250P0050,2,1,1,10,2.56,6.37,,,8.49,,3.41,0.71,0.88,0.47,0.53,0,98,40,1,108.6,37.6,2,107,39,2,40.8,34,10.87,,70.96,21.686,1
mokwa,TMS18F1026P0009,2,1,5,36,33.75,18.9,31.51,17.65,25.2,7.94,45,0.36,0.89,0.62,0.58,3,113,60,1,129,57.6,2,147,64,3,47.1,43.4,36.7,36.03,78.52,23.52,2
mokwa,TMS18F1338P0013,2,1,9,64,34.3,29.42,25.38,9.49,39.23,9.95,45.73,0.46,0.87,0.52,0.65,0,125,37.6,2,144.4,38.6,3,152,36,4,50.07,45.83,39.33,41.27,74.53,25.528,1
mokwa,TMS18F1421P0025,2,1,,,,,,,,,,,0.77,0.59,0.5,0,,,,,,,,,,,,,,,,2
mokwa,TMS18F1174P0011,2,1,5,26,29.45,10.15,27.45,12.25,13.53,3.71,39.27,0.26,0.88,0.67,0.46,3,92.4,,,108,,,118,49,3,47.5,45.5,39.33,46.17,85.15,25.812,2
mokwa,TMS18F1064P0027,2,1,1,6,2.45,7.05,31.45,17.57,9.4,2.96,3.27,0.74,0.76,0.58,0.63,0,,,,,,,,,,,,,,,,1
mokwa,TMS18F1324P0171,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mokwa,TMS18F1277P0045,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mokwa,IITA-TMS-IBA982101,2,1,5,48,28.03,16.15,27.45,12.25,21.53,5.91,37.37,0.37,0.86,0.66,0.62,0,72,,,109,44,2,124,41,2,43.27,39.9,36.73,34.9,83.47,20.44,2
mokwa,TMS18F1286P0012,2,1,8,56,55.07,16.2,32.43,18.88,21.6,7,73.43,0.23,0.82,0.77,0.75,5,111,68,1,154,69,2,171,69.6,3,56.03,49.77,39.83,46.63,76.38,26.336,2
mokwa,TMS18F1366P0012,2,1,4,37,39.42,21.02,24.93,8.89,28.03,6.99,52.56,0.35,0.87,0.52,0.62,0,79,,,105,,,,,,47.27,49.6,43.1,38.93,,,1
mokwa,TMS18F1280P0091,2,1,7,78,25.22,23.8,32.26,18.65,31.73,10.24,33.63,0.49,0.9,0.6,0.64,0,97,35,2,123,36,3,131.4,49,3,51.6,50.57,41.33,41.4,77.29,17.866,1
mokwa,TMS18F1396P0053,2,1,5,38,26.56,14.85,31.74,17.96,19.8,6.28,35.41,0.36,0.88,0.6,0.51,0,81,,,99,,,117,67.6,1,47.3,46.63,42.67,40.3,63.44,18.948,2
mokwa,IITA-TMS-IBA980581,2,1,8,40,59.77,25.74,24.53,8.36,34.32,8.42,79.69,0.3,0.83,0.65,0.65,0,112,,,149,,,151,,,42.93,41.97,35.2,33.3,81.03,22.464,2
mokwa,TMS18F1520P0039,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mokwa,TMS18F1354P0027,2,1,9,70,42.86,17.32,28.35,13.45,23.09,6.55,57.15,0.29,0.89,0.65,0.6,1,91,62,1,119,64,2,141,63,2,50.2,50.23,45.47,40.8,78.58,20.182,1
mokwa,TMS18F1355p0038,2,1,7,56,55.97,17.75,31.31,17.38,23.67,7.41,74.63,0.24,0.84,0.55,0.68,2,87,56,1,113,59,2,128,54,2,49.13,51.6,40.17,44.3,73.69,22.388,2
mokwa,TMS18F1069P0023,2,1,6,36,25.47,16.25,28.24,13.3,21.67,6.12,33.96,0.39,0.85,0.53,0.67,1,69,,,90,67,1,105.2,66.6,1,50.97,51.3,49.57,45.23,53.89,20.37,1
mokwa,TMS18F1163P0042,2,1,5,35,22.25,10.25,29.18,14.55,13.67,3.99,29.67,0.32,0.84,0.53,0.53,1,50,,,67.4,44.6,1,79,43,2,43.03,42.67,37.57,36.1,63.21,19.672,2
mokwa,TMS18F1365P0018,2,1,3,24,24.75,11.75,32.01,18.32,15.67,5.01,33,0.32,0.72,0.53,0.69,1,,,,,,,,,,40.9,44.13,37.83,33.2,,,1
mokwa,TMS18F1319P0033,3,1,6,35,27.98,19.2,29.64,15.16,25.6,7.59,37.31,0.41,0.74,0.4,0.71,2,79,59,1,103,54,1,120,56.8,2,53.43,42,44.87,46.63,74.48,23.264,1
mokwa,TMS18F1004P0008,3,1,7,45,34.08,17.35,32.09,18.43,23.13,7.42,45.44,0.34,0.87,0.74,0.71,0,76.4,,,106,,,124,,,55.4,49.87,47.03,45.5,33.59,17.792,2
mokwa,TMS18F1336P0015,3,1,5,22,27.18,9.45,30.13,15.82,12.6,3.8,36.24,0.26,0.85,0.69,0.51,1,71,,,88,,,103.6,,,52.63,52.07,50.07,43.1,34.4,19.706,2
mokwa,TMS18F1348P0156,3,1,6,53,46.37,26,35.02,22.33,34.67,12.14,61.83,0.36,0.83,0.58,0.53,1,91,,,115,66.4,1,134,78,2,51.47,50.83,46.43,40.2,66.71,19.854,2
mokwa,TMS18F1068P0063,3,1,4,28,35.8,10.05,24.38,8.16,13.4,3.27,47.73,0.22,0.84,0.66,0.62,5,81,42.2,1,100,34,2,105,,,45.1,48.67,38.37,37.73,,,2
mokwa,IITA-TMS-IBA000070,3,1,4,38,42.45,31.95,26.09,10.43,42.6,11.11,56.6,0.43,0.88,0.63,0.71,0,,,,,,,,,,53.03,43.1,49.23,51.6,,,2
mokwa,TMS18F1348P0051,3,1,4,30,40.61,14,28.61,13.79,18.67,5.34,54.15,0.26,0.77,0.75,0.53,0,,,,,,,,,,40.77,50.17,37.3,36.53,,,1
mokwa,TMS18F1280P0151,3,1,3,25,22.61,11.5,30.96,16.93,15.33,4.75,30.15,0.34,0.87,0.73,0.52,3,89,,,96,65,2,109,63.2,2,50.37,39.27,48.1,44.13,79,21.422,2
mokwa,TMS18F1215P0027,3,1,5,45,36.1,13.05,27.68,12.56,17.4,4.82,48.13,0.27,0.87,0.64,0.7,0,94,,,121.4,83.4,1,137,85.6,1,54.57,46.57,42.43,45.5,72.93,22.642,1
mokwa,TMS18F1041P0005,3,1,7,69,37.65,21.15,28.31,13.39,28.2,7.98,50.2,0.36,0.85,0.7,0.67,0,90,49.8,1,110,50.4,2,112.4,50,2,48.67,46.63,40.2,40.23,84.05,20.084,2
mokwa,TMS18F1073P0038,3,1,1,6,37.17,5.05,33.94,20.9,6.73,2.29,49.56,0.12,0.88,0.62,0.71,1,,,,,,,,,,,45.87,,,,,1
mokwa,IITA-TMS-IBA30572,3,1,2,10,16.56,2.75,26.33,10.75,3.67,0.97,22.08,0.14,0.75,0.73,0.57,2,,,,,,,,,,49.1,49.37,40.37,37.73,,,2
mokwa,TMS18F1058P0019,3,1,6,22,23.45,3.3,26.7,11.24,4.4,1.17,31.27,0.12,0.88,0.6,0.61,5,67.4,31.4,1,87,34.4,2,94,32,3,48.5,49.73,45.37,43.23,81.48,22.142,1
mokwa,TMS18F1127P0011,3,1,5,42,22.41,14.15,30.34,16.09,18.87,5.72,29.88,0.39,0.82,0.63,0.57,0,66.4,48.4,1,77,47.8,2,89,53,2,49.1,45.3,43.47,44.63,73.16,17.526,1
mokwa,TMS18F1132P0042,3,1,8,34,15,10.1,31.59,17.76,13.47,4.25,20,0.4,0.86,0.63,0.62,5,82,,,102.4,67.4,1,111,71,2,40.6,46.03,35.9,35.4,74.91,20.282,2
mokwa,TMS18F1345P0043,3,1,7,43,40.16,20.95,32.41,18.85,27.93,9.05,53.55,0.34,0.87,0.71,0.7,0,104,,,123,82.4,1,139,90,2,54.1,35.8,47.73,46.1,75.41,25.282,2
mokwa,TMS18F1472P0042,3,1,3,22,17.94,14.4,29.59,15.1,19.2,5.68,23.92,0.45,0.89,0.71,0.62,0,,,,,,,,,,62.27,46.37,46.1,42.47,,,2
mokwa,TMS18F1481P0009,3,1,7,59,16.97,13.08,31.3,17.37,17.44,5.46,22.63,0.44,0.82,0.62,0.33,0,83.4,,,89,,,96,,,50.3,48.07,42.2,45.77,73.09,23.898,2
mokwa,TMS18F1113P0038,3,1,3,22,32.72,13.2,30.16,15.86,17.6,5.31,43.63,0.29,0.87,0.57,0.59,1,94.4,,,131,63,2,131,65,2,52.37,46.73,43.5,39.4,89.25,21.904,2
mokwa,TMS18F1209P0015,3,1,3,20,38.55,10.2,28.05,13.05,13.6,3.82,51.4,0.21,0.88,0.64,0.67,2,,,,,,,,,,,48.23,,45.17,,,4
mokwa,TMS18F1424P0021,3,1,6,40,35.27,14.8,29.47,14.94,19.73,5.82,47.03,0.3,0.86,0.65,0.64,3,119,44,1,153,41,2,163,46,3,52.53,45.77,47.07,48.57,75.29,29.256,1
mokwa,TMS18F1317P0119,3,1,4,20,17.3,5.95,32.83,19.42,7.93,2.6,23.07,0.26,0.82,0.58,0.46,3,78.4,46,1,101.6,47,2,108,48,2,45.43,43.6,52.17,38.6,70.49,20.324,2
mokwa,TMS18F1344P0003,3,1,8,76,18.95,23,29.79,15.37,30.67,9.14,25.27,0.55,0.87,0.54,0.6,0,102,47,1,126,47.8,2,131,46.6,2,56.7,44.77,48.73,48.97,83.71,19.334,2
mokwa,TMS18F1339P0012,3,1,6,48,30.15,15.86,31.64,17.83,21.15,6.69,40.2,0.34,0.82,0.68,0.47,0,112,50.4,1,136,57.4,2,143,52.6,2,50.53,46.97,47.6,43.63,80.43,21.234,2
mokwa,IITA-TMS-IBA980581,3,1,7,72,48.65,23.4,26.9,11.51,31.2,8.39,64.87,0.32,0.84,0.55,0.67,1,129,107,1,145,104,1,163,111,1,44.7,49.2,38.3,37.1,80.82,27.906,2
mokwa,TMS18F1344P0014,4,1,9,53,20.35,29.35,32.33,18.75,39.13,12.65,27.13,0.59,0.88,0.61,0.7,1,109,,,129,,,141,,,56.87,46.77,43.03,46.23,0,21.008,2
