ENV,ENTRY,BLK,REP,NOHAV,RTNO,SHTWT,RTWT,DM,STARCH,FYLD,DYLD,TYLD,HI,NDVI3,NDVI6,NDVI9,LODG,PLTHTIII,BRNHTIII,BRNLEVIII,PLTHTVI,BRNHTVI,BRNLEVVI,PLTHTIX,BRNHTIX,BRNLEVIX,CHL3,CHL6,CHL9,CHL12,ANGBR9,STMDI9,PPSTD9
onne,TMS18F1121P0029,5,1,3,23,8.3,15.16,29.97,15.61,15.16,4.54,8.3,0.65,0.82,0.85,0.78,1,107.00,,,,,,,,,45.27,45.63,47.07,51.20,,,
onne,TMS18F1345P0001,5,1,8,27,10.25,17.3,34.78,22,17.3,6.02,10.25,0.63,0.79,0.82,0.84,1,97.00,,,155.00,,,252.00,,,48.37,50.53,50.80,50.40,73.03,21.14,2.00
onne,TMS18F1096P0013,5,1,9,85,35.75,58.6,37.2,25.23,58.6,21.8,35.75,0.62,0.86,0.88,0.82,1,124.00,,,170.00,99.00,3.00,240.00,147.00,3.00,50.20,50.30,49.87,50.30,96.25,25.47,2.40
onne,TMS18F1343P0064,5,1,9,107,23.5,39.55,35.97,23.59,39.55,14.23,23.5,0.63,0.8,0.85,0.79,,128.00,,,171.00,,,231.00,179.00,2.20,51.90,49.90,50.27,51.40,101.33,18.75,2.40
onne,TMS18F1344P0100,5,1,9,78,19.05,47.4,30.57,16.4,47.4,14.49,19.05,0.71,0.8,0.9,0.74,,89.00,73.00,2.60,125.00,69.00,2.80,187.00,109.00,2.40,52.60,50.97,49.53,46.97,78.17,21.53,2.00
onne,TMS18F1040P0054,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
onne,TMS18F1364P0018,5,1,7,52,15.09,35.9,34.18,21.21,35.9,12.27,15.09,0.7,0.8,0.83,0.8,,100.00,,,173.00,102.00,2.80,225.00,112.00,2.80,49.90,51.40,49.07,50.33,89.51,26.34,1.80
onne,IITA-TMS-IBA30572,5,1,5,43,15.45,13.6,34.97,22.26,13.6,4.76,15.45,0.47,0.73,0.86,0.82,,95.00,,,171.00,,,210.00,175.00,2.80,47.30,45.90,45.10,44.87,99.83,18.87,2.60
onne,TMS18F1320P0087,5,1,5,37,17.65,25.3,29.6,15.11,25.3,7.49,17.65,0.59,0.83,0.89,0.76,,93.00,,,114.00,81.00,2.60,192.00,102.00,2.40,49.37,47.67,47.13,46.50,102.04,27.90,2.60
onne,TMS18F1372P0024,5,1,8,71,22.1,30.25,30.38,16.15,30.25,9.19,22.1,0.58,0.84,0.89,0.77,,98.00,,,128.00,,,181.00,146.00,2.40,49.97,45.57,50.43,45.63,99.34,17.76,3.40
onne,TMS18F1207P0008,6,1,7,60,29.1,30.55,34.95,22.24,30.55,10.68,29.1,0.51,0.78,0.9,0.85,,84.00,,,125.00,,,175.00,,,46.60,47.27,45.63,44.73,92.28,22.88,2.40
onne,TMS18F1065P0037,6,1,9,81,14.1,27.38,34.9,22.16,27.38,9.55,14.1,0.66,0.83,0.87,0.91,,103.00,,,152.00,,,212.00,,,51.73,48.20,49.80,51.77,0.00,19.57,2.20
onne,TMS18F1259P0131,6,1,6,33,25.27,17.45,36.4,24.17,17.45,6.35,25.27,0.41,0.83,0.91,0.84,7,90.00,,,138.00,74.00,2.20,190.00,94.00,2.20,50.13,50.50,51.20,52.13,109.05,32.73,1.00
onne,TMS18F1142P0017,6,1,9,78,25.3,45.6,40.86,30.1,45.6,18.63,25.3,0.64,0.81,0.9,0.83,4,120.00,70.00,2.80,142.00,60.00,2.40,196.00,90.00,2.00,52.30,50.43,49.93,49.30,89.01,23.44,1.60
onne,TMS18F1051P0059,6,1,10,116,16.45,27.1,33.67,20.53,27.1,9.12,16.45,0.62,0.79,0.87,0.87,,108.00,,,146.00,,,183.00,,,47.73,50.27,50.23,52.93,0.00,13.83,3.40
onne,TMS18F1369P0015,6,1,10,69,30.2,36.55,32.53,19.01,36.55,11.89,30.2,0.55,0.77,0.89,0.86,3,149.00,,,203.00,,,229.00,,,53.07,50.20,50.10,50.80,99.54,24.53,2.00
onne,TMS18F1205P0010,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
onne,TMS18F1520P0050,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
onne,TMS18F1258P0062,6,1,5,35,15.5,24,30.18,15.89,24,7.24,15.5,0.61,0.8,0.87,0.84,3,105.00,46.00,2.60,113.00,74.00,2.60,163.00,,,45.07,46.10,38.60,43.10,95.98,31.63,2.20
onne,TMS18F1353P0023,6,1,5,43,15.6,18.8,35.71,23.25,18.8,6.71,15.6,0.55,0.77,0.86,0.75,3,85.00,,,121.00,,,178.00,120.00,2.00,47.50,47.07,49.90,51.10,113.08,23.53,1.80
onne,TMS18F1208P0005,6,1,3,28,16.8,13.1,38.41,26.84,13.1,5.03,16.8,0.44,0.84,0.88,0.83,1,153.00,,,229.00,,,,,,50.23,50.43,49.73,50.73,,,
onne,IITA-TMS-IBA000070,6,1,7,72,17.65,39.15,33.09,19.75,39.15,12.95,17.65,0.69,0.85,0.87,0.89,2,138.00,,,179.00,,,224.00,,,53.53,50.93,51.47,54.50,76.59,23.19,2.00
onne,TMS18F1328P0032,6,1,8,52,19.25,20.35,35.42,22.86,20.35,7.21,19.25,0.51,0.87,0.85,0.87,3,85.00,,,140.00,,,217.00,,,51.60,50.13,46.83,46.37,0.00,19.14,2.80
onne,TMS18F1305P0040,6,1,7,48,14.6,25.15,39.24,27.95,25.15,9.87,14.6,0.63,0.81,0.87,0.89,3,118.00,,,162.00,134.00,2.40,195.00,,,47.47,49.27,50.50,46.67,88.23,20.88,2.40
onne,TMS18F1314P0007,6,1,8,75,40.85,28.3,31.08,17.08,28.3,8.79,40.85,0.41,0.85,0.91,0.89,,108.00,94.00,3.00,154.00,109.00,3.00,204.00,119.00,2.40,48.57,50.03,49.23,45.60,88.69,21.28,3.80
onne,TMEB419,6,1,4,15,10.85,9.15,26.61,11.13,9.15,2.43,10.85,0.46,0.82,0.85,0.89,2,135.00,,,194.00,,,259.00,,,51.53,51.10,52.60,52.77,82.82,22.80,2.20
onne,TMS18F1296P0042,6,1,6,31,20.41,15.47,27.01,11.66,15.47,4.18,20.41,0.43,0.8,0.88,0.83,3,95.00,,,146.00,,,211.00,143.00,2.40,47.70,48.80,49.00,47.30,90.26,25.39,1.00
onne,TMS18F1343P0012,6,1,6,27,4.65,8,31.24,17.3,8,2.5,4.65,0.63,0.78,0.86,0.87,2,95.00,,,126.00,,,160.00,,,48.97,49.17,48.07,44.90,0.00,13.28,2.40
onne,TMS18F1217P0114,6,1,5,44,26.7,22.27,32.45,18.91,22.27,7.23,26.7,0.45,0.8,0.88,0.82,1,108.00,,,161.00,131.00,2.40,230.00,,,45.27,49.90,49.17,45.93,102.30,31.04,1.80
onne,TMS18F1388P0012,6,1,8,48,25.28,21.61,32.57,19.06,21.61,7.04,25.28,0.46,0.85,0.88,0.89,1,108.00,,,148.00,111.00,3.00,227.00,,,48.77,49.17,43.00,46.33,79.51,24.89,3.00
onne,TMS18F1076P0114,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
onne,TMS18F1328P0027,6,1,5,28,11.84,17.56,29.36,14.8,17.56,5.16,11.84,0.6,0.82,0.87,0.84,,111.00,,,165.00,,,248.00,,,52.27,50.60,49.33,49.90,86.23,19.49,2.20
onne,TMS18F1317P0048,6,1,8,74,17.25,26.3,34.26,21.31,26.3,9.01,17.25,0.6,0.79,0.84,0.84,3,98.00,,,132.00,,,190.00,90.00,2.80,43.47,47.13,43.60,45.13,95.42,22.65,1.80
onne,TMS18F1278P0098,6,1,7,51,19.05,35.3,34.17,21.2,35.3,12.06,19.05,0.65,0.84,0.87,0.71,,110.00,,,138.00,,,197.00,108.00,3.00,47.77,45.83,42.63,45.93,101.68,26.19,2.60
onne,TMS18F1134P0010,6,1,10,99,30.65,42.3,36.46,24.25,42.3,15.42,30.65,0.58,0.83,0.89,0.84,1,104.00,,,142.00,91.00,2.80,175.00,59.00,2.40,45.27,48.20,42.47,45.77,90.53,25.39,2.60
onne,TMS18F1409P0008,7,1,5,44,10.8,13.15,33.67,20.53,13.15,4.43,10.8,0.55,0.81,0.87,0.71,,107.00,80.00,2.40,131.00,89.00,2.20,167.00,75.00,2.20,47.30,50.00,50.70,51.27,95.06,26.40,2.00
onne,TMS18F1278P0068,7,1,8,46,27.85,20.9,32.48,18.95,20.9,6.79,27.85,0.43,0.85,0.86,0.89,4,136.00,,,208.00,,,255.00,198.00,2.00,53.67,51.33,51.80,49.70,102.32,30.68,1.80
onne,TMS18F1175P0016,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
onne,TMS18F1345P0056,7,1,8,78,21.96,37.95,30.14,15.83,37.95,11.44,21.96,0.63,0.81,0.84,0.8,6,111.00,,,174.00,124.00,3.00,208.00,143.00,2.60,48.90,49.23,46.47,50.87,104.68,26.24,2.00
onne,TMS18F1489P0038,7,1,6,56,14.9,15.45,30.38,16.15,15.45,4.69,14.9,0.51,0.8,0.88,0.88,1,102.00,,,149.00,79.00,3.00,210.00,98.00,2.80,49.80,50.53,44.97,50.83,109.39,27.95,3.20
onne,IITA-TMS-IBA982101,7,1,8,48,28.65,31.25,31.53,17.68,31.25,9.85,28.65,0.52,0.83,0.87,0.8,,93.00,,,141.00,79.00,2.40,188.00,90.00,2.00,41.27,40.70,35.73,39.77,101.29,32.30,3.00
onne,TMS18F1350P0056,7,1,4,32,7.36,18.2,33.83,20.74,18.2,6.16,7.36,0.71,0.79,0.86,0.81,,88.00,,,131.00,87.00,2.60,172.00,91.00,3.40,45.80,41.90,38.97,37.67,84.46,24.50,2.00
onne,TMS18F1366P0014,7,1,7,77,26.1,26.24,35.06,22.38,26.24,9.2,26.1,0.5,0.84,0.89,0.92,2,108.00,,,137.00,104.00,2.00,204.00,127.00,2.00,50.10,50.97,49.77,51.37,96.50,24.66,2.40
onne,TMS18F1028P0003,7,1,8,54,33.5,37.25,33.6,20.43,37.25,12.51,33.5,0.53,0.8,0.88,0.88,2,145.00,,,204.00,,,254.00,225.00,2.00,55.23,51.20,51.97,54.20,84.37,30.73,2.60
onne,TMS18F1348P0157,7,1,11,68,15.7,27.6,38.23,26.6,27.6,10.55,15.7,0.64,0.83,0.88,0.84,,106.00,,,140.00,,,186.00,129.00,2.00,50.67,50.17,49.37,51.37,76.78,16.75,3.00
onne,TMS18F1349P0157,7,1,6,104,29.06,44.1,34.65,21.84,44.1,15.28,29.06,0.6,0.86,0.87,0.85,1,136.00,,,170.00,117.00,3.00,232.00,116.00,3.00,54.27,50.97,49.50,53.73,87.24,34.21,1.80
onne,TMS18F1562P0055,7,1,8,41,20.15,17.6,28.19,13.23,17.6,4.96,20.15,0.47,0.86,0.89,0.85,1,119.00,,,145.00,118.00,,181.00,92.00,3.00,50.17,48.90,49.77,51.63,91.88,23.67,3.40
onne,TMS18F1306P0114,7,1,7,65,20.45,20.15,32.94,19.56,20.15,6.64,20.45,0.5,0.81,0.9,0.88,,89.00,65.00,3.00,120.00,,,189.00,70.00,3.20,47.00,44.67,47.13,48.83,100.62,25.92,2.80
onne,TMS18F1335P0035,7,1,7,79,28.5,43.8,27.7,12.58,43.8,12.13,28.5,0.61,0.87,0.89,0.88,4,129.00,,,150.00,113.00,2.60,220.00,107.00,2.80,49.63,49.83,43.37,45.90,90.08,33.43,2.40
onne,TMS18F1295P0023,7,1,6,51,25.65,33.45,33.69,20.55,33.45,11.27,25.65,0.57,0.82,0.9,0.81,2,129.00,,,177.00,,,228.00,,,50.87,46.20,45.30,43.97,0.00,32.86,1.60
onne,TMS18F1224P0014,7,1,8,52,13.46,20.35,32.94,19.55,20.35,6.7,13.46,0.6,0.85,0.89,0.81,3,111.00,,,127.00,74.00,2.60,198.00,89.00,2.20,53.17,50.73,48.57,48.73,85.12,26.75,2.40
onne,TMS18F1317P0123,7,1,9,87,26.3,33.2,35.36,22.77,33.2,11.74,26.3,0.56,0.81,0.87,0.74,,119.00,,,181.00,,,227.00,132.00,3.00,48.90,47.43,48.90,43.20,94.49,24.35,2.20
onne,TMS18F1353p0017,7,1,7,90,16.25,32.1,34.7,21.9,32.1,11.14,16.25,0.66,0.8,0.79,0.82,,121.00,,,184.00,,,181.00,,,46.37,46.40,49.17,50.10,0.00,20.20,2.80
onne,TMS18F1373P0028,7,1,6,29,14.1,12.62,,,12.62,,14.1,0.47,0.81,0.87,0.91,,134.00,,,188.00,,,219.00,,,55.60,49.40,48.50,49.77,94.17,,1.80
onne,TMS18F1348P0131,7,1,4,22,17.75,14.65,36.22,23.93,14.65,5.31,17.75,0.45,0.81,0.87,0.79,1,140.00,,,187.00,,,,,,51.10,50.13,50.80,49.70,108.29,,2.00
onne,TMS18F1189P0013,7,1,7,47,20.95,41.5,28.56,13.73,41.5,11.85,20.95,0.66,0.79,0.88,0.81,2,122.00,,,160.00,,,204.00,130.00,2.60,52.83,50.30,51.60,51.70,98.00,26.03,3.20
onne,IITA-TMS-IBA980581,7,1,8,49,22.48,28.5,32.31,18.72,28.5,9.21,22.48,0.56,0.83,0.87,0.8,2,119.00,,,178.00,,,211.00,,,45.33,41.80,41.07,42.70,0.00,25.42,2.60
onne,TMS18F1377P0007,7,1,8,71,11.2,25.5,36.39,24.16,25.5,9.28,11.2,0.69,0.82,0.84,0.87,1,121.00,,,138.00,,,179.00,124.00,2.40,53.40,48.37,48.37,51.13,99.40,19.39,2.20
onne,TMS18F1291P0014,7,1,7,64,17.6,20.55,30.7,16.57,20.55,6.31,17.6,0.54,0.79,0.84,0.84,,124.00,,,191.00,,,256.00,168.00,2.40,51.03,51.17,49.87,47.67,78.52,21.18,2.60
onne,TMS18F1539P0063,7,1,5,27,9.85,14.15,28.32,13.4,14.15,4.01,9.85,0.59,0.79,0.89,0.81,,125.00,,,171.00,,,249.00,126.00,2.80,53.83,51.00,50.43,47.40,93.92,20.78,2.20
onne,TMS18F1308P0082,8,1,10,68,22.25,27.9,35.32,22.73,27.9,9.86,22.25,0.56,0.81,0.86,0.82,2,96.00,,,128.00,,,173.00,,,47.33,47.37,46.70,49.67,81.07,21.65,2.20
onne,TMS18F1348P0101,8,1,8,42,11.25,24.05,33.07,19.73,24.05,7.95,11.25,0.68,0.82,0.88,0.85,,83.00,,,139.00,,,174.00,,,48.97,50.10,46.30,49.43,0.00,20.40,3.20
onne,TMS18F1179P0008,8,1,10,161,32.4,46.2,34.42,21.53,46.2,15.9,32.4,0.59,0.85,0.88,0.87,2,116.00,,,149.00,,,229.00,161.00,3.00,48.10,48.27,47.57,51.13,102.56,26.57,2.80
onne,TMS18F1295P0035,8,1,3,19,5.15,5.05,31.95,18.24,5.05,1.61,5.15,0.5,0.84,0.87,0.82,,,,,,,,,,,47.30,48.83,49.37,51.47,,,
onne,UNKNOWN1,8,1,9,83,45.23,27.15,29.9,15.51,27.15,8.12,45.23,0.38,0.8,0.88,0.86,1,142.00,,,208.00,,,271.00,,,51.97,49.87,48.60,49.80,0.00,26.73,4.80
onne,TMS18F1299P0005,8,1,7,63,17.4,28.7,35.82,23.4,28.7,10.28,17.4,0.62,0.84,0.89,0.76,,144.00,,,189.00,,,236.00,148.00,2.80,52.17,50.43,51.00,54.63,94.36,28.58,1.80
onne,TMS18F1217P0121,8,1,5,50,9.98,26.17,35.44,22.89,26.17,9.28,9.98,0.72,0.8,0.87,0.85,,95.00,,,132.00,84.00,2.60,193.00,76.00,2.60,43.43,42.10,36.70,36.70,87.16,23.49,1.80
onne,TMS18F1156P0016,8,1,8,59,33.85,31.55,26.61,11.12,31.55,8.39,33.85,0.48,0.83,0.88,0.85,7,124.00,61.00,2.20,162.00,89.00,2.40,200.00,118.00,2.40,52.67,51.77,47.90,52.77,103.62,30.17,2.00
onne,TMS18F1041P0002,8,1,1,14,9.85,10.19,36.78,24.67,10.19,3.75,9.85,0.51,0.82,0.89,0.85,1,,,,,,,,,,47.93,47.97,,,,,
onne,IITA-TMS-IBA000070,8,1,7,76,23.6,40.12,35.26,22.64,40.12,14.14,23.6,0.63,0.81,0.9,0.82,1,144.00,107.00,2.80,195.00,,,252.00,149.00,2.20,53.27,51.03,49.20,52.53,92.75,24.19,1.80
onne,TMS18F1258P0147,8,1,8,74,46.49,39.5,32.97,19.6,39.5,13.02,46.49,0.46,0.83,0.87,0.82,1,115.00,73.00,3.00,158.00,70.00,2.80,209.00,104.00,2.80,52.10,49.43,46.43,52.70,102.75,34.51,2.20
onne,TMS18F1277P0007,8,1,6,49,15.25,18.45,33.8,20.71,18.45,6.24,15.25,0.55,0.82,0.86,0.86,,113.00,,,159.00,,,225.00,136.00,2.60,52.73,51.63,50.60,50.30,61.21,29.26,1.80
onne,TMS18F1056P0016,8,1,5,34,16.45,18.35,32.32,18.73,18.35,5.93,16.45,0.53,0.84,0.87,0.78,4,133.00,,,179.00,,,231.00,140.00,2.80,43.67,48.40,49.63,52.90,96.12,25.92,2.80
onne,TMS18F1277P0031,8,1,8,62,19.7,30.15,33.64,20.49,30.15,10.14,19.7,0.6,0.8,0.85,0.88,4,129.00,,,172.00,,,228.00,,,47.50,50.13,49.43,52.63,87.22,20.63,2.00
onne,TMS18F1284P0003,8,1,9,82,22.8,29.8,35.4,22.84,29.8,10.55,22.8,0.57,0.8,0.85,0.84,,134.00,,,196.00,,,240.00,,,47.67,48.43,46.67,50.27,94.75,27.81,2.40
onne,IITA-TMS-IBA30572,8,1,3,30,7.85,10.75,35.18,22.54,10.75,3.78,7.85,0.58,0.78,0.87,0.85,2,125.00,,,,,,,,,47.63,45.40,41.43,47.47,,,
onne,TMS18F1408P0006,8,1,7,45,13.55,18.06,31.83,18.08,18.06,5.75,13.55,0.57,0.76,0.86,0.82,2,101.00,,,156.00,,,231.00,,,46.60,47.87,47.90,44.20,91.63,28.95,1.60
onne,TMS18F1076P0001,8,1,5,39,30.19,17.45,35.43,22.87,17.45,6.18,30.19,0.37,0.83,0.9,0.9,4,92.00,54.00,2.00,172.00,,,214.00,81.00,2.40,51.30,50.00,42.97,45.20,104.40,32.36,2.20
onne,TMS18F1264P0058,8,1,3,19,5.2,14.1,34.22,21.27,14.1,4.83,5.2,0.73,0.79,0.88,0.91,3,,,,,,,,,,44.70,44.77,40.60,41.17,,,
onne,TMS18F1211P0035,8,1,6,50,16.45,35.5,35.19,22.56,35.5,12.49,16.45,0.68,0.76,0.87,0.87,,100.00,,,136.00,86.00,2.60,215.00,97.00,2.60,48.97,49.17,49.30,47.57,89.66,23.31,2.40
onne,TMS18F1271P0001,8,1,6,27,27.08,14.45,34.9,22.17,14.45,5.04,27.08,0.35,0.78,0.88,0.84,3,108.00,,,161.00,85.00,2.40,227.00,95.00,2.80,50.43,50.27,48.10,47.47,99.31,29.90,2.20
onne,TMS18F1309P0062,8,1,8,67,18.55,28.15,36.32,24.06,28.15,10.22,18.55,0.6,0.79,0.86,0.83,,106.00,,,147.00,,,183.00,,,45.43,43.30,42.60,47.20,91.54,19.44,2.20
onne,TMS18F1505P0047,8,1,9,32,18.25,13.9,29.9,15.52,13.9,4.16,18.25,0.43,0.79,0.89,0.78,1,124.00,,,169.00,112.00,2.60,237.00,126.00,2.20,50.23,48.23,44.77,42.87,93.85,26.36,2.00
onne,TMS18F1350P0065,8,1,7,96,21.65,40.6,34.66,21.85,40.6,14.07,21.65,0.65,0.81,0.89,0.82,,112.00,82.00,2.80,146.00,,,211.00,104.00,2.60,49.73,48.77,51.27,51.00,97.98,22.08,2.40
onne,TMEB419,8,1,4,21,12.6,19.45,36.22,23.92,19.45,7.04,12.6,0.61,0.85,0.84,0.86,,131.00,,,,,,,,,51.83,49.63,50.77,52.73,,,
onne,TMS18F1377P0023,9,1,6,28,24.05,18.25,35.06,22.38,18.25,6.4,24.05,0.43,0.83,0.89,0.85,2,104.00,,,139.00,75.00,2.60,209.00,100.00,2.40,49.30,51.13,46.87,46.23,100.63,37.13,1.20
onne,TMS18F1233p0013,9,1,6,18,17.52,7.6,,,7.6,,17.52,0.3,0.81,0.88,0.88,4,118.00,85.00,3.00,133.00,59.00,2.40,176.00,96.00,2.40,48.17,49.30,49.70,51.33,90.67,21.45,2.00
onne,TMS18F1330P0020,9,1,11,75,25.55,27.95,39.05,27.7,27.95,10.92,25.55,0.52,0.82,0.9,0.86,3,119.00,,,149.00,,,207.00,144.00,2.40,47.53,48.47,50.50,52.83,81.75,23.06,3.00
onne,TMS18F1180P0033,9,1,6,42,13.15,14.4,32.86,19.46,14.4,4.73,13.15,0.52,0.85,0.88,0.87,1,105.00,,,145.00,96.00,3.20,219.00,109.00,2.20,48.10,46.17,39.87,39.03,94.86,28.23,2.60
onne,TMS18F1341P0037,9,1,9,28,27.35,27.96,32.69,19.23,27.96,9.14,27.35,0.51,0.82,0.86,0.87,,119.00,,,175.00,,,252.00,,,45.80,49.77,47.53,48.87,97.32,21.06,3.60
onne,TMS18F1260P0054,9,1,4,39,25.92,14.85,31.71,17.92,14.85,4.71,25.92,0.36,0.73,0.87,0.82,3,98.00,,,127.00,,,,,,46.43,47.70,40.47,47.13,93.03,21.25,3.40
onne,TMS18F1218P0003,9,1,3,18,7,7.65,30.64,16.49,7.65,2.34,7,0.52,0.81,0.86,0.73,2,,,,,,,,,,47.03,49.00,49.30,46.40,,,
onne,TMS18F1217P0111,9,1,5,27,11.4,14.65,33.7,20.57,14.65,4.94,11.4,0.56,0.79,0.86,0.85,1,92.00,,,137.00,,,208.00,,,50.20,49.07,51.03,50.07,0.00,20.87,2.60
onne,TMS18F1344P0147,9,1,9,46,9.1,17.01,38.33,26.73,17.01,6.52,9.1,0.65,0.87,0.87,0.89,4,102.00,,,162.00,,,218.00,183.00,2.80,50.07,50.37,50.43,50.90,94.73,25.84,3.20
onne,TMS18F1324P0070,9,1,9,93,25.8,27.86,35.62,23.13,27.86,9.92,25.8,0.52,0.79,0.82,0.74,1,107.00,,,116.00,90.00,2.60,155.00,63.00,2.20,49.80,47.33,47.80,52.60,95.33,19.14,1.60
onne,IITA-TMS-IBA980581,9,1,9,88,28.7,30.36,31.02,17,30.36,9.42,28.7,0.51,0.81,0.84,0.81,,135.00,,,173.00,,,222.00,,,42.83,41.23,44.37,40.33,0.00,28.61,2.00
onne,TMS18F1370P0008,9,1,2,21,5.55,13.65,26.93,11.55,13.65,3.68,5.55,0.71,0.78,0.84,0.89,,,,,,,,,,,,,,,,,
onne,TMS18F1047P0045,9,1,6,82,16.2,32.6,36.14,23.82,32.6,11.78,16.2,0.67,0.8,0.87,0.86,,103.00,83.00,3.00,115.00,,,176.00,96.00,3.00,44.17,46.73,45.57,43.50,88.20,26.22,2.00
onne,TMS18F1338P0053,9,1,9,70,18.75,43.45,33.77,20.67,43.45,14.67,18.75,0.7,0.84,0.84,0.79,2,135.00,,,163.00,,,193.00,149.00,2.40,47.53,48.23,46.53,44.53,102.67,24.10,2.80
onne,IITA-TMS-IBA30572,9,1,4,37,16.25,17.3,33.05,19.7,17.3,5.72,16.25,0.52,0.78,0.84,0.83,1,103.00,,,195.00,,,,,,43.57,46.60,48.47,48.97,77.42,31.10,2.40
onne,TMS18F1138P0030,9,1,9,62,42.7,19.15,30.21,15.92,19.15,5.78,42.7,0.31,0.83,0.9,0.79,2,136.00,,,202.00,125.00,2.80,260.00,139.00,3.00,47.80,50.27,51.40,50.07,93.57,32.49,1.60
onne,TMS18F1320P0051,9,1,8,58,13.35,17.14,31.51,17.65,17.14,5.4,13.35,0.56,0.81,0.87,0.87,1,114.00,,,175.00,,,167.00,,,44.77,49.10,48.77,49.57,0.00,20.15,3.40
onne,TMS18F1076P0106,9,1,4,15,3.05,6.45,25.81,10.07,6.45,1.66,3.05,0.68,0.73,0.87,0.84,,120.00,,,111.00,,,136.00,,,50.00,49.27,50.77,55.00,0.00,17.03,2.00
onne,TMS18F1263P0037,9,1,9,47,44.95,23.5,35.26,22.64,23.5,8.29,44.95,0.34,0.81,0.88,0.83,1,120.00,,,188.00,,,277.00,197.00,2.80,46.17,49.13,47.30,47.50,79.92,25.44,3.60
onne,TMS18F1132P0078,9,1,7,48,18.55,20.21,37.43,25.53,20.21,7.56,18.55,0.52,0.8,0.88,0.79,1,126.00,,,173.00,,,208.00,131.00,2.60,51.40,48.97,49.37,49.33,90.32,31.85,1.60
onne,TMS18F1319P0061,9,1,5,37,17.55,20.8,37.39,25.49,20.8,7.78,17.55,0.54,0.77,0.87,0.87,2,99.00,,,,,,,,,48.83,49.13,50.77,49.33,,,
onne,TMS18F1323P0024,9,1,8,52,10.35,12.9,,,12.9,,10.35,0.55,0.77,0.84,0.86,,70.00,,,,,,175.00,,,42.73,44.40,47.63,46.90,101.10,17.40,2.80
onne,TMS18F1330P0009,9,1,9,84,17.65,25.1,35.01,22.32,25.1,8.79,17.65,0.59,0.78,0.84,0.81,1,104.00,,,128.00,,,190.00,130.00,2.60,48.30,46.27,48.50,45.63,97.13,21.71,2.40
onne,TMS18F1003P0014,9,1,3,17,6.8,13.3,29.28,14.68,13.3,3.89,6.8,0.66,0.74,0.83,0.85,,,,,144.00,,,,,,45.17,42.77,38.97,45.90,,,
onne,TMS18F1489P0044,9,1,9,66,16.4,29.55,29.9,15.51,29.55,8.84,16.4,0.64,0.8,0.87,0.84,,100.00,,,155.00,,,176.00,136.00,3.00,46.33,43.17,41.53,44.47,82.40,21.12,2.60
onne,TMS18F1163P0044,10,1,8,66,16.75,27.9,36.47,24.26,27.9,10.18,16.75,0.62,0.84,0.87,0.8,3,100.00,,,168.00,,,219.00,,,47.90,46.07,48.40,51.53,91.36,21.30,1.60
onne,TMS18F1163P0035,10,1,8,49,6.55,25.26,27.83,12.75,25.26,7.03,6.55,0.79,0.73,0.86,0.85,,83.00,47.00,3.00,107.00,47.00,,171.00,68.00,2.20,47.67,47.33,48.63,49.80,100.36,22.61,1.20
onne,TMS18F1364P0022,10,1,9,58,36.05,32.05,35.96,23.58,32.05,11.53,36.05,0.47,0.79,0.89,0.83,1,114.00,,,147.00,80.00,2.20,208.00,97.00,2.00,48.77,47.47,47.40,46.30,92.04,29.47,2.20
onne,IITA-TMS-IBA982101,10,1,6,73,20.3,25.3,32.21,18.58,25.3,8.15,20.3,0.55,0.79,0.88,0.74,,105.00,,,136.00,96.00,2.00,184.00,104.00,2.00,43.67,40.60,38.97,46.70,102.52,27.31,2.20
onne,TMS18F1055P0036,10,1,2,11,6.05,5.02,,,5.02,,6.05,0.45,0.85,0.87,0.82,,,,,,,,,,,,,,,,,
onne,TMS18F1338P0116,10,1,7,100,20.35,32.6,34.27,21.33,32.6,11.17,20.35,0.62,0.82,0.86,0.9,2,103.00,,,148.00,,,185.00,129.00,2.00,50.70,48.33,52.00,55.03,109.33,24.17,2.60
onne,TMS18F1179P0029,10,1,10,62,17.54,23.85,35.8,23.37,23.85,8.54,17.54,0.58,0.79,0.81,0.82,1,109.00,,,151.00,,,206.00,,,45.27,47.43,47.90,50.63,96.29,18.68,3.00
onne,TMS18F1114P0039,10,1,3,23,8.06,18.2,33.46,20.25,18.2,6.09,8.06,0.69,0.81,0.88,0.85,1,81.00,,,115.00,,,,,,47.10,48.70,47.80,47.07,,,
onne,TMS18F1222P0012,10,1,8,76,31.5,34.45,30.98,16.95,34.45,10.67,31.5,0.52,0.77,0.88,0.85,,108.00,,,144.00,114.00,2.80,235.00,133.00,2.80,46.83,49.03,47.23,47.33,88.85,32.86,2.80
onne,TMS18F1369P0014,10,1,4,28,16.85,14.5,36.56,24.38,14.5,5.3,16.85,0.46,0.82,0.85,0.84,,127.00,,,211.00,,,,,,48.50,50.17,50.17,49.93,,,
