trial,env,year_harvest,location,trial_type,accession_name,geno,plot_number,block_number,is_a_control,rep_number,row_number,col_number,dm,starch
19.GS.C4B.PYT.500.IK,IK20,2020,Ikenne,PYT,TMS18F1327P0006,,2143,26,,2,26,8,39.9,29.2
19.GS.C4B.PYT.500.IK,IK20,2020,Ikenne,PYT,TMS18F1395P0038,,2144,26,,2,26,7,42.2,33.2
19.GS.C4B.PYT.500.IK,IK20,2020,Ikenne,PYT,TMS18F1365P0018,,2147,26,,2,26,4,37.8,30.3
19.GS.C4B.PYT.500.IK,IK20,2020,Ikenne,PYT,TMS18F1319P0041,,2158,27,,2,27,8,41.6,32.9
19.GS.C4B.PYT.500.IK,IK20,2020,Ikenne,PYT,TMS18F1344P0159,,2164,27,,2,27,14,43.5,34.5
19.GS.C4B.PYT.500.IK,IK20,2020,Ikenne,PYT,TMS18F1020P0027,,2167,27,,2,27,17,40.6,29.5
19.GS.C4B.PYT.500.IK,IK20,2020,Ikenne,PYT,TMS18F1364P0022,,2168,27,,2,27,18,46.4,36.5
19.GS.C4B.PYT.500.IK,IK20,2020,Ikenne,PYT,TMS18F1280P0151,,2169,27,,2,27,19,40,33.1
19.GS.C4B.PYT.500.IK,IK20,2020,Ikenne,PYT,TMS18F1348P0156,,2170,27,,2,27,20,41.7,33.3
19.GS.C4B.PYT.500.IK,IK20,2020,Ikenne,PYT,TMS18F1354P0027,,2187,28,,2,28,14,42,34.3
19.GS.C4B.PYT.500.IK,IK20,2020,Ikenne,PYT,TMS18F1001P0014,,2191,28,,2,28,10,38.6,31.3
19.GS.C4B.PYT.500.IK,IK20,2020,Ikenne,PYT,TMS18F1064P0027,,2192,28,,2,28,9,40.1,33.5
19.GS.C4B.PYT.500.IK,IK20,2020,Ikenne,PYT,TMS18F1024P0020,,2193,28,,2,28,8,34.5,31
19.GS.C4B.PYT.500.IK,IK20,2020,Ikenne,PYT,TMS18F1280P0086,,2195,28,,2,28,6,42,32.8
19.GS.C4B.PYT.500.IK,IK20,2020,Ikenne,PYT,TMS18F1280P0057,,2196,28,,2,28,5,44.3,34.1
19.GS.C4B.PYT.500.IK,IK20,2020,Ikenne,PYT,TMS18F1480P0023,,2197,28,,2,28,4,35.3,27.2
19.GS.C4B.PYT.500.IK,IK20,2020,Ikenne,PYT,TMS18F1408P0006,,2199,28,,2,28,2,37.6,30.3
19.GS.C4B.PYT.500.IK,IK20,2020,Ikenne,PYT,TMS18F1317P0123,,2206,29,,2,29,6,39.9,32.2
19.GS.C4B.PYT.500.IK,IK20,2020,Ikenne,PYT,TMS18F1369P0015,,2207,29,,2,29,7,40.5,32.5
19.GS.C4B.PYT.500.IK,IK20,2020,Ikenne,PYT,TMS18F1076P0110,,2212,29,,2,29,12,35.1,27
19.GS.C4B.PYT.500.IK,IK20,2020,Ikenne,PYT,TMS18F1414P0014,,2214,29,,2,29,14,41.7,34.4
19.GS.C4B.PYT.500.IK,IK20,2020,Ikenne,PYT,TMS18F1305P0007,,2216,29,,2,29,16,41.4,33.1
19.GS.C4B.PYT.500.IK,IK20,2020,Ikenne,PYT,TMS18F1317P0059,,2218,29,,2,29,18,39.8,30.9
19.GS.C4B.PYT.500.IK,IK20,2020,Ikenne,PYT,TMS18F1278P0183,,2219,29,,2,29,19,38.6,30.9
19.GS.C4B.PYT.500.IK,IK20,2020,Ikenne,PYT,TMS18F1485P0020,,2220,29,,2,29,20,35.1,31.5
19.GS.C4B.PYT.500.IK,IK20,2020,Ikenne,PYT,TMS18F1338P0067,,2222,29,,2,29,22,36.9,30.1
19.GS.C4B.PYT.500.IK,IK20,2020,Ikenne,PYT,TMS18F1371P0011,,2225,29,,2,29,25,35,25
19.GS.C4B.PYT.500.IK,IK20,2020,Ikenne,PYT,TMS18F1278P0098,,2227,30,,2,30,24,37.7,27.9
19.GS.C4B.PYT.500.IK,IK20,2020,Ikenne,PYT,TMS18F1409P0008,,2230,30,,2,30,21,42.9,36.6
19.GS.C4B.PYT.500.IK,IK20,2020,Ikenne,PYT,TMS18F1366P0012,,2231,30,,2,30,20,36.1,28.5
19.GS.C4B.PYT.500.IK,IK20,2020,Ikenne,PYT,TMS18F1163P0042,,2232,30,,2,30,19,43.6,34.3
19.GS.C4B.PYT.500.IK,IK20,2020,Ikenne,PYT,TMS18F1340P0030,,2236,30,,2,30,15,42.5,35.1
19.GS.C4B.PYT.500.IK,IK20,2020,Ikenne,PYT,TMS18F1345P0012,,2237,30,,2,30,14,43.8,34.6
19.GS.C4B.PYT.500.IK,IK20,2020,Ikenne,PYT,TMS18F1308P0082,,2239,30,,2,30,12,40.7,31.3
19.GS.C4B.PYT.500.IK,IK20,2020,Ikenne,PYT,TMS18F1312P0039,,2241,30,,2,30,10,,32.5
19.GS.C4B.PYT.500.IK,IK20,2020,Ikenne,PYT,TMS18F1345P0056,,2243,30,,2,30,8,38.3,30.6
19.GS.C4B.PYT.500.IK,IK20,2020,Ikenne,PYT,TMS18F1047P0046,,2244,30,,2,30,7,41,32.7
19.GS.C4B.PYT.500.IK,IK20,2020,Ikenne,PYT,TMS18F1447P0045,,2250,30,,2,30,1,27.7,20.3
19.GS.C4B.PYT.500.IK,IK20,2020,Ikenne,PYT,TMS18F1291P0014,,2256,31,,2,31,6,36.3,27.5
19.GS.C4B.PYT.500.IK,IK20,2020,Ikenne,PYT,TMS18F1296P0071,,2257,31,,2,31,7,38,29.4
19.GS.C4B.PYT.500.IK,IK20,2020,Ikenne,PYT,TMS13F1343P0044,,2259,31,,2,31,9,35.5,30.9
19.GS.C4B.PYT.500.IK,IK20,2020,Ikenne,PYT,TMS18F1489P0044,,2267,31,,2,31,17,37.8,35.4
19.GS.C4B.PYT.500.IK,IK20,2020,Ikenne,PYT,TMS13F1020P0001,,2269,31,,2,31,19,44.4,35.4
19.GS.C4B.PYT.500.IK,IK20,2020,Ikenne,PYT,TMS13F1307P0016,,2271,31,,2,31,21,42.4,35
19.GS.C4B.PYT.500.IK,IK20,2020,Ikenne,PYT,TMS18F1336P0015,,2272,31,,2,31,22,43.8,35.6
19.GS.C4B.PYT.500.IK,IK20,2020,Ikenne,PYT,TMS18F1113P0038,,2273,31,,2,31,23,43,33
19.GS.C4B.PYT.500.IK,IK20,2020,Ikenne,PYT,TMS18F1258P0147,,2274,31,,2,31,24,40.1,28.9
19.GS.C4B.PYT.500.IK,IK20,2020,Ikenne,PYT,TMS18F1305P0039,,2276,32,,2,32,25,41.7,34.2
19.GS.C4B.PYT.500.IK,IK20,2020,Ikenne,PYT,TMS18F1349P0064,,2278,32,,2,32,23,34.7,25.9
19.GS.C4B.PYT.500.IK,IK20,2020,Ikenne,PYT,TMS18F1414P0017,,2279,32,,2,32,22,41,32.3
19.GS.C4B.PYT.500.IK,IK20,2020,Ikenne,PYT,TMS18F1324P0107,,2290,32,,2,32,11,34.8,26.8
19.GS.C4B.PYT.500.IK,IK20,2020,Ikenne,PYT,TMS18F1539P0063,,2291,32,,2,32,10,34.6,26.9
19.GS.C4B.PYT.500.IK,IK20,2020,Ikenne,PYT,TMS18F1359P0001,,2293,32,,2,32,8,36.2,28.7
19.GS.C4B.PYT.500.IK,IK20,2020,Ikenne,PYT,TMS18F1345P0043,,2296,32,,2,32,5,43.4,34.7
19.GS.C4B.PYT.500.IK,IK20,2020,Ikenne,PYT,TMS18F1312P0033,,2298,32,,2,32,3,41.9,33.1
19.GS.C4B.PYT.500.IK,IK20,2020,Ikenne,PYT,TMS18F1348p0039,,2299,32,,2,32,2,42.2,31.9
19.GS.C4B.PYT.500.IK,IK20,2020,Ikenne,PYT,TMS18F1505P0057,,2300,32,,2,32,1,28,23.3
20.GS.C4B.PYT.500.IK,IK21,2021,Ikenne,PYT,TMS18F1355P0081,G375,1001,1,,1,1,1,37.1,23.3
20.GS.C4B.PYT.500.IK,IK21,2021,Ikenne,PYT,TMS18F1305P0138,G213,1002,1,,1,1,2,43.4,31.92
20.GS.C4B.PYT.500.IK,IK21,2021,Ikenne,PYT,TMS18F1352P0049,G366,1004,1,,1,1,4,29.3,22.63
20.GS.C4B.PYT.500.IK,IK21,2021,Ikenne,PYT,TMS18F1485P0020,G438,1005,1,,1,1,5,36.7,27.59
20.GS.C4B.PYT.500.IK,IK21,2021,Ikenne,PYT,TMS18F1340P0001,G307,1006,1,,1,1,6,36.7,24.98
20.GS.C4B.PYT.500.IK,IK21,2021,Ikenne,PYT,TMS18F1308P0077,G220,1011,1,,1,1,11,35.9,24.69
20.GS.C4B.PYT.500.IK,IK21,2021,Ikenne,PYT,IITA-TMS-IBA30572,G2,1014,1,1,1,1,14,31.7,25.4
20.GS.C4B.PYT.500.IK,IK21,2021,Ikenne,PYT,TMS18F1287P0029,G191,1015,1,,1,1,15,42.1,33.27
20.GS.C4B.PYT.500.IK,IK21,2021,Ikenne,PYT,TMS18F1318P0036,G245,1020,1,,1,1,20,30.9,19.02
20.GS.C4B.PYT.500.IK,IK21,2021,Ikenne,PYT,TMS18F1562P0030,G453,1021,1,,1,1,21,32.9,27.53
20.GS.C4B.PYT.500.IK,IK21,2021,Ikenne,PYT,TMS18F1334P0023,G290,1022,1,,1,1,22,35.8,30
20.GS.C4B.PYT.500.IK,IK21,2021,Ikenne,PYT,TMS18F1272P0037,G168,1023,1,,1,1,23,25.7,22.61
20.GS.C4B.PYT.500.IK,IK21,2021,Ikenne,PYT,TMS18F1132P0144,G97,1024,1,,1,1,24,34.2,21.54
20.GS.C4B.PYT.500.IK,IK21,2021,Ikenne,PYT,TMS18F1349P0064,G351,1026,2,,1,2,25,26.7,17.36
20.GS.C4B.PYT.500.IK,IK21,2021,Ikenne,PYT,IITA-TMS-IBA000070,G1,1027,2,1,1,2,24,31.4,24
20.GS.C4B.PYT.500.IK,IK21,2021,Ikenne,PYT,TMS18F1260P0060,G159,1030,2,,1,2,21,35.8,29.59
20.GS.C4B.PYT.500.IK,IK21,2021,Ikenne,PYT,TMS18F1250P0050,G152,1031,2,,1,2,20,32.5,19.37
20.GS.C4B.PYT.500.IK,IK21,2021,Ikenne,PYT,TMS18F1026P0009,G29,1032,2,,1,2,19,40.2,29.33
20.GS.C4B.PYT.500.IK,IK21,2021,Ikenne,PYT,TMS18F1064P0027,G59,1036,2,,1,2,15,26.8,12.12
20.GS.C4B.PYT.500.IK,IK21,2021,Ikenne,PYT,TMS18F1277P0045,G172,1038,2,,1,2,13,23.1,17.04
20.GS.C4B.PYT.500.IK,IK21,2021,Ikenne,PYT,TMS18F1366P0012,G388,1041,2,,1,2,10,30.9,17.1
20.GS.C4B.PYT.500.IK,IK21,2021,Ikenne,PYT,TMS18F1280P0091,G181,1042,2,,1,2,9,34.5,28.54
20.GS.C4B.PYT.500.IK,IK21,2021,Ikenne,PYT,TMS18F1396P0053,G414,1043,2,,1,2,8,36.7,26.31
20.GS.C4B.PYT.500.IK,IK21,2021,Ikenne,PYT,IITA-TMS-IBA980581,G3,1044,2,1,1,2,7,32.3,23.1
20.GS.C4B.PYT.500.IK,IK21,2021,Ikenne,PYT,TMS18F1354P0027,G371,1046,2,,1,2,5,40.6,25.82
20.GS.C4B.PYT.500.IK,IK21,2021,Ikenne,PYT,TMS18F1163P0042,G113,1049,2,,1,2,2,42.4,31.12
20.GS.C4B.PYT.500.IK,IK21,2021,Ikenne,PYT,TMS18F1319P0033,G247,1051,3,,1,3,1,41.9,32.51
20.GS.C4B.PYT.500.IK,IK21,2021,Ikenne,PYT,TMS18F1004P0008,G18,1052,3,,1,3,2,42.8,24.92
20.GS.C4B.PYT.500.IK,IK21,2021,Ikenne,PYT,TMS18F1336P0015,G295,1053,3,,1,3,3,38.9,29.43
20.GS.C4B.PYT.500.IK,IK21,2021,Ikenne,PYT,TMS18F1348P0051,G336,1057,3,,1,3,7,32.7,23.87
20.GS.C4B.PYT.500.IK,IK21,2021,Ikenne,PYT,TMS18F1280P0151,G187,1058,3,,1,3,8,34.8,21.41
20.GS.C4B.PYT.500.IK,IK21,2021,Ikenne,PYT,TMS18F1041P0005,G39,1060,3,,1,3,10,34.8,28.52
20.GS.C4B.PYT.500.IK,IK21,2021,Ikenne,PYT,TMS18F1127P0011,G93,1064,3,,1,3,14,33.2,21.52
20.GS.C4B.PYT.500.IK,IK21,2021,Ikenne,PYT,TMS18F1132P0042,G94,1065,3,,1,3,15,34.7,29.83
20.GS.C4B.PYT.500.IK,IK21,2021,Ikenne,PYT,TMS18F1345P0043,G330,1066,3,,1,3,16,37.1,27.92
20.GS.C4B.PYT.500.IK,IK21,2021,Ikenne,PYT,TMS18F1424P0021,G422,1071,3,,1,3,21,39.6,31.28
20.GS.C4B.PYT.500.IK,IK21,2021,Ikenne,PYT,TMS18F1344P0003,G319,1073,3,,1,3,23,37.2,26.42
20.GS.C4B.PYT.500.IK,IK21,2021,Ikenne,PYT,TMS18F1344P0014,G320,1076,4,,1,4,25,35.7,26.16
20.GS.C4B.PYT.500.IK,IK21,2021,Ikenne,PYT,TMS18F1305P0007,G207,1077,4,,1,4,24,41.4,32.56
20.GS.C4B.PYT.500.IK,IK21,2021,Ikenne,PYT,TMS18F1305P0019,G209,1078,4,,1,4,23,22.4,24
20.GS.C4B.PYT.500.IK,IK21,2021,Ikenne,PYT,TMS18F1320P0082,G255,1085,4,,1,4,16,36.3,26.91
20.GS.C4B.PYT.500.IK,IK21,2021,Ikenne,PYT,TMS18F1317P0059,G239,1086,4,,1,4,15,34.7,27.72
20.GS.C4B.PYT.500.IK,IK21,2021,Ikenne,PYT,TMS18F1324P0107,G271,1087,4,,1,4,14,31.7,24.26
20.GS.C4B.PYT.500.IK,IK21,2021,Ikenne,PYT,TMS18F1120P0004,G89,1088,4,,1,4,13,38.7,25.47
20.GS.C4B.PYT.500.IK,IK21,2021,Ikenne,PYT,TMS18F1278P0183,G178,1089,4,,1,4,12,27.7,
20.GS.C4B.PYT.500.IK,IK21,2021,Ikenne,PYT,TMS18F1353P0022,G368,1090,4,,1,4,11,37.2,28.89
20.GS.C4B.PYT.500.IK,IK21,2021,Ikenne,PYT,TMS18F1426P0001,G423,1095,4,,1,4,6,38.2,19.28
20.GS.C4B.PYT.500.IK,IK21,2021,Ikenne,PYT,TMS18F1003P0010,G16,1096,4,,1,4,5,36.7,26
20.GS.C4B.PYT.500.IK,IK21,2021,Ikenne,PYT,TMS18F1505P0057,G444,1098,4,,1,4,3,30.8,18.67
20.GS.C4B.PYT.500.IK,IK21,2021,Ikenne,PYT,TMS18F1436P0049,G424,1100,4,,1,4,1,38.5,
20.GS.C4B.PYT.500.IK,IK21,2021,Ikenne,PYT,TMS18F1343P0171,G318,1106,5,,1,5,6,21.4,16.42
20.GS.C4B.PYT.500.IK,IK21,2021,Ikenne,PYT,TMS18F1333P0012,G287,1109,5,,1,5,9,29.2,21.9
20.GS.C4B.PYT.500.IK,IK21,2021,Ikenne,PYT,TMS18F1295P0030,G197,1111,5,,1,5,11,29.4,21.09
20.GS.C4B.PYT.500.IK,IK21,2021,Ikenne,PYT,TMS18F1313P0013,G233,1112,5,,1,5,12,33.6,28.42
20.GS.C4B.PYT.500.IK,IK21,2021,Ikenne,PYT,TMS18F1007P0004,G20,1114,5,,1,5,14,35.2,28.58
20.GS.C4B.PYT.500.IK,IK21,2021,Ikenne,PYT,TMS18F1138P0028,G100,1115,5,,1,5,15,33.4,26.59
20.GS.C4B.PYT.500.IK,IK21,2021,Ikenne,PYT,TMS18F1121P0029,G91,1116,5,,1,5,16,38,32.24
20.GS.C4B.PYT.500.IK,IK21,2021,Ikenne,PYT,TMS18F1096P0013,G83,1118,5,,1,5,18,39.6,32.71
20.GS.C4B.PYT.500.IK,IK21,2021,Ikenne,PYT,TMS18F1343P0064,G316,1119,5,,1,5,19,36.7,29.31
20.GS.C4B.PYT.500.IK,IK21,2021,Ikenne,PYT,TMS18F1344P0100,G321,1120,5,,1,5,20,30.7,24.53
20.GS.C4B.PYT.500.IK,IK21,2021,Ikenne,PYT,TMS18F1040P0054,G37,1121,5,,1,5,21,31.5,25.84
20.GS.C4B.PYT.500.IK,IK21,2021,Ikenne,PYT,TMS18F1364P0018,G381,1122,5,,1,5,22,25.5,19.22
20.GS.C4B.PYT.500.IK,IK21,2021,Ikenne,PYT,TMS18F1320P0087,G257,1124,5,,1,5,24,36.6,29.6
20.GS.C4B.PYT.500.IK,IK21,2021,Ikenne,PYT,TMS18F1372P0024,G399,1125,5,,1,5,25,26.9,23.38
20.GS.C4B.PYT.500.IK,IK21,2021,Ikenne,PYT,TMS18F1065P0037,G60,1127,6,,1,6,24,30.6,25.26
20.GS.C4B.PYT.500.IK,IK21,2021,Ikenne,PYT,TMS18F1142P0017,G105,1129,6,,1,6,22,44.8,37.67
20.GS.C4B.PYT.500.IK,IK21,2021,Ikenne,PYT,TMS18F1051P0059,G47,1130,6,,1,6,21,30.9,24.32
20.GS.C4B.PYT.500.IK,IK21,2021,Ikenne,PYT,TMS18F1369P0015,G393,1131,6,,1,6,20,34.6,28.01
20.GS.C4B.PYT.500.IK,IK21,2021,Ikenne,PYT,TMS18F1520P0050,G447,1133,6,,1,6,18,30.4,26.52
20.GS.C4B.PYT.500.IK,IK21,2021,Ikenne,PYT,TMS18F1296P0042,G200,1142,6,,1,6,9,23.8,19.54
20.GS.C4B.PYT.500.IK,IK21,2021,Ikenne,PYT,TMS18F1343P0012,G313,1143,6,,1,6,8,23.7,17.98
20.GS.C4B.PYT.500.IK,IK21,2021,Ikenne,PYT,TMS18F1388P0012,G405,1145,6,,1,6,6,30.3,23.89
20.GS.C4B.PYT.500.IK,IK21,2021,Ikenne,PYT,TMS18F1076P0114,G74,1146,6,,1,6,5,30.1,23.13
20.GS.C4B.PYT.500.IK,IK21,2021,Ikenne,PYT,TMS18F1328P0027,G278,1147,6,,1,6,4,35.2,28.01
20.GS.C4B.PYT.500.IK,IK21,2021,Ikenne,PYT,TMS18F1317P0048,G238,1148,6,,1,6,3,34.2,27.71
20.GS.C4B.PYT.500.IK,IK21,2021,Ikenne,PYT,TMS18F1134P0010,G98,1150,6,,1,6,1,35.4,28.62
20.GS.C4B.PYT.500.IK,IK21,2021,Ikenne,PYT,TMS18F1489P0038,G440,1155,7,,1,7,5,,23.6
20.GS.C4B.PYT.500.IK,IK21,2021,Ikenne,PYT,TMS18F1366P0014,G389,1158,7,,1,7,8,31.2,23.52
20.GS.C4B.PYT.500.IK,IK21,2021,Ikenne,PYT,TMS18F1348P0157,G350,1160,7,,1,7,10,40,31.24
20.GS.C4B.PYT.500.IK,IK21,2021,Ikenne,PYT,TMS18F1349P0157,G356,1161,7,,1,7,11,35.8,31.21
20.GS.C4B.PYT.500.IK,IK21,2021,Ikenne,PYT,TMS18F1306P0114,G214,1163,7,,1,7,13,31.8,27.49
20.GS.C4B.PYT.500.IK,IK21,2021,Ikenne,PYT,TMS18F1317P0123,G241,1167,7,,1,7,17,22.8,18.63
20.GS.C4B.PYT.500.IK,IK21,2021,Ikenne,PYT,TMS18F1353p0017,G367,1168,7,,1,7,18,31.3,25.7
20.GS.C4B.PYT.500.IK,IK21,2021,Ikenne,PYT,TMS18F1377P0007,G402,1173,7,,1,7,23,36.5,28.51
20.GS.C4B.PYT.500.IK,IK21,2021,Ikenne,PYT,TMS18F1539P0063,G448,1175,7,,1,7,25,22.4,17.34
20.GS.C4B.PYT.500.IK,IK21,2021,Ikenne,PYT,TMS18F1308P0082,G221,1176,8,,1,8,25,34.6,28.19
20.GS.C4B.PYT.500.IK,IK21,2021,Ikenne,PYT,TMS18F1348P0101,G343,1177,8,,1,8,24,34.2,27.21
20.GS.C4B.PYT.500.IK,IK21,2021,Ikenne,PYT,TMS18F1179P0008,G122,1178,8,,1,8,23,33.3,25.34
20.GS.C4B.PYT.500.IK,IK21,2021,Ikenne,PYT,TMS18F1299P0005,G204,1181,8,,1,8,20,34.6,28.12
20.GS.C4B.PYT.500.IK,IK21,2021,Ikenne,PYT,TMS18F1258P0147,G154,1186,8,,1,8,15,35.5,29.17
20.GS.C4B.PYT.500.IK,IK21,2021,Ikenne,PYT,TMS18F1277P0007,G170,1187,8,,1,8,14,29.2,21.61
20.GS.C4B.PYT.500.IK,IK21,2021,Ikenne,PYT,TMS18F1284P0003,G189,1190,8,,1,8,11,39.2,31.94
20.GS.C4B.PYT.500.IK,IK21,2021,Ikenne,PYT,TMS18F1408P0006,G415,1192,8,,1,8,9,28,21.42
20.GS.C4B.PYT.500.IK,IK21,2021,Ikenne,PYT,TMS18F1211P0035,G134,1195,8,,1,8,6,26,19.21
20.GS.C4B.PYT.500.IK,IK21,2021,Ikenne,PYT,TMS18F1309P0062,G224,1197,8,,1,8,4,37.4,30.28
20.GS.C4B.PYT.500.IK,IK21,2021,Ikenne,PYT,TMS18F1377P0023,G403,1201,9,,1,9,1,36.9,25.23
20.GS.C4B.PYT.500.IK,IK21,2021,Ikenne,PYT,TMS18F1233p0013,G149,1202,9,,1,9,2,35,28.17
20.GS.C4B.PYT.500.IK,IK21,2021,Ikenne,PYT,TMS18F1330P0020,G283,1203,9,,1,9,3,40.6,30.26
20.GS.C4B.PYT.500.IK,IK21,2021,Ikenne,PYT,TMS18F1324P0070,G267,1210,9,,1,9,10,33.2,27.6
20.GS.C4B.PYT.500.IK,IK21,2021,Ikenne,PYT,TMS18F1370P0008,G395,1212,9,,1,9,12,25.4,19.51
20.GS.C4B.PYT.500.IK,IK21,2021,Ikenne,PYT,TMS18F1338P0053,G299,1214,9,,1,9,14,33.2,26.12
20.GS.C4B.PYT.500.IK,IK21,2021,Ikenne,PYT,TMS18F1138P0030,G101,1216,9,,1,9,16,37.5,29.05
20.GS.C4B.PYT.500.IK,IK21,2021,Ikenne,PYT,TMS18F1323P0024,G261,1222,9,,1,9,22,33.1,24.41
20.GS.C4B.PYT.500.IK,IK21,2021,Ikenne,PYT,TMS18F1003P0014,G17,1224,9,,1,9,24,32.6,25.29
20.GS.C4B.PYT.500.IK,IK21,2021,Ikenne,PYT,TMS18F1489P0044,G442,1225,9,,1,9,25,28.9,22.07
20.GS.C4B.PYT.500.IK,IK21,2021,Ikenne,PYT,TMS18F1163P0044,G114,1226,10,,1,10,25,39.1,33.16
20.GS.C4B.PYT.500.IK,IK21,2021,Ikenne,PYT,TMS18F1163P0035,G112,1227,10,,1,10,24,31.3,24.85
20.GS.C4B.PYT.500.IK,IK21,2021,Ikenne,PYT,TMS18F1364P0022,G382,1228,10,,1,10,23,,34.63
20.GS.C4B.PYT.500.IK,IK21,2021,Ikenne,PYT,TMS18F1338P0116,G304,1231,10,,1,10,20,30.7,22.23
20.GS.C4B.PYT.500.IK,IK21,2021,Ikenne,PYT,TMS18F1179P0029,G123,1232,10,,1,10,19,30.9,27.21
20.GS.C4B.PYT.500.IK,IK21,2021,Ikenne,PYT,TMS18F1282P0049,G188,1236,10,,1,10,15,36.6,30.22
20.GS.C4B.PYT.500.IK,IK21,2021,Ikenne,PYT,TMS18F1007P0005,G21,1241,10,,1,10,10,33.7,28.92
20.GS.C4B.PYT.500.IK,IK21,2021,Ikenne,PYT,TMS18F1018P0001,G24,1244,10,,1,10,7,30,24.23
20.GS.C4B.PYT.500.IK,IK21,2021,Ikenne,PYT,TMS18F1280P0112,G183,1246,10,,1,10,5,41.4,35.31
20.GS.C4B.PYT.500.IK,IK21,2021,Ikenne,PYT,TMS18F1332P0002,G286,1248,10,,1,10,3,30.2,24.6
20.GS.C4B.PYT.500.IK,IK21,2021,Ikenne,PYT,TMS18F1003P0003,G14,1249,10,,1,10,2,38.1,31.61
20.GS.C4B.PYT.500.IK,IK21,2021,Ikenne,PYT,TMS18F1322P0019,G259,1250,10,,1,10,1,31.1,25.72
20.GS.C4B.PYT.500.IK,IK21,2021,Ikenne,PYT,TMS18F1083P0028,G79,1252,11,,1,11,2,33.6,26.54
20.GS.C4B.PYT.500.IK,IK21,2021,Ikenne,PYT,TMS18F1348P0088,G338,1256,11,,1,11,6,24.5,19.51
20.GS.C4B.PYT.500.IK,IK21,2021,Ikenne,PYT,TMS18F1280P0126,G184,1257,11,,1,11,7,33,26.07
20.GS.C4B.PYT.500.IK,IK21,2021,Ikenne,PYT,TMS18F1414P0014,G417,1259,11,,1,11,9,32.7,25.18
20.GS.C4B.PYT.500.IK,IK21,2021,Ikenne,PYT,TMS18F1318P0007,G242,1262,11,,1,11,12,25.9,20.17
20.GS.C4B.PYT.500.IK,IK21,2021,Ikenne,PYT,TMS18F1325P0032,G274,1264,11,,1,11,14,32.7,25.88
20.GS.C4B.PYT.500.IK,IK21,2021,Ikenne,PYT,TMS18F1310P0148,G227,1265,11,,1,11,15,37.9,31.67
20.GS.C4B.PYT.500.IK,IK21,2021,Ikenne,PYT,TMS18F1310P0168,G229,1267,11,,1,11,17,37.3,31.03
20.GS.C4B.PYT.500.IK,IK21,2021,Ikenne,PYT,TMS18F1347P0029,G333,1268,11,,1,11,18,38.8,33.13
20.GS.C4B.PYT.500.IK,IK21,2021,Ikenne,PYT,TMS18F1336P0014,G294,1269,11,,1,11,19,35,28.71
20.GS.C4B.PYT.500.IK,IK21,2021,Ikenne,PYT,TMS18F1298P0044,G203,1270,11,,1,11,20,35.2,29.34
20.GS.C4B.PYT.500.IK,IK21,2021,Ikenne,PYT,TMS18F1371P0011,G397,1273,11,,1,11,23,31.8,21.82
20.GS.C4B.PYT.500.IK,IK21,2021,Ikenne,PYT,TMS18F1421P0005,G419,1276,12,,1,12,25,27,18.77
20.GS.C4B.PYT.500.IK,IK21,2021,Ikenne,PYT,TMS18F1447P0062,G428,1278,12,,1,12,23,43.2,33.38
20.GS.C4B.PYT.500.IK,IK21,2021,Ikenne,PYT,TMS18F1344P0159,G325,1284,12,,1,12,17,40.6,32.98
20.GS.C4B.PYT.500.IK,IK21,2021,Ikenne,PYT,TMS18F1480P0023,G434,1285,12,,1,12,16,18.6,12.42
20.GS.C4B.PYT.500.IK,IK21,2021,Ikenne,PYT,TMS18F1484P0036,G437,1292,12,,1,12,9,39.7,30.57
20.GS.C4B.PYT.500.IK,IK21,2021,Ikenne,PYT,TMS18F1365P0024,G387,1297,12,,1,12,4,33.5,27.82
20.GS.C4B.PYT.500.IK,IK21,2021,Ikenne,PYT,TMS18F1240P0024,G150,1298,12,,1,12,3,33.8,26.64
20.GS.C4B.PYT.500.IK,IK21,2021,Ikenne,PYT,TMS18F1305P0031,G210,1299,12,,1,12,2,37.7,29.72
20.GS.C4B.PYT.500.IK,IK21,2021,Ikenne,PYT,TMS18F1010P0011,G22,1304,13,,1,13,4,31.9,23.38
20.GS.C4B.PYT.500.IK,IK21,2021,Ikenne,PYT,TMS18F1414P0017,G418,1307,13,,1,13,7,38.1,29.23
20.GS.C4B.PYT.500.IK,IK21,2021,Ikenne,PYT,TMS18F1348P0098,G342,1310,13,,1,13,10,37.2,32.84
20.GS.C4B.PYT.500.IK,IK21,2021,Ikenne,PYT,TMS18F1149P0024,G107,1311,13,,1,13,11,32,24.76
20.GS.C4B.PYT.500.IK,IK21,2021,Ikenne,PYT,TMS18F1001P0020,G13,1312,13,,1,13,12,31.8,
20.GS.C4B.PYT.500.IK,IK21,2021,Ikenne,PYT,TMS18F1348P0024,G334,1313,13,,1,13,13,30.5,24.08
20.GS.C4B.PYT.500.IK,IK21,2021,Ikenne,PYT,TMS18F1310P0088,G226,1315,13,,1,13,15,36,20.21
20.GS.C4B.PYT.500.IK,IK21,2021,Ikenne,PYT,TMS18F1305P0039,G211,1316,13,,1,13,16,36.7,26.54
20.GS.C4B.PYT.500.IK,IK21,2021,Ikenne,PYT,TMS18F1191P0002,G126,1318,13,,1,13,18,31.6,19.8
20.GS.C4B.PYT.500.IK,IK21,2021,Ikenne,PYT,TMS18F1076P0110,G72,1320,13,,1,13,20,25.5,20.45
