trial,year_harvest,location,trial_type,plot_name,accession_name,plot_number,block_number,is_a_control,rep_number,row_number,col_number,LODG,BRNLEV9,PLTHT9,NOHAV,RTNO,STARCH,BRNHB9,ANGBR9,STMDI9,PPSTD9,SHTWT,BRNHT9,PLTHT6,FYLD,DYLD,HI,BRNHT6
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1308P0077_1011,TMS18F1308P0077,1011,1,,1,1,11,3,2,123,7,66,18.93,3,71.63,19.458,2,31.45,51,121,28.93,9.39,0.41,53
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1337P0049_1012,TMS18F1337P0049,1012,1,,1,1,12,1,,,3,23,13.39,,,,1,29.6,,,10.53,2.98,0.21,
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1005P0023_1013,TMS18F1005P0023,1013,1,,1,1,13,1,2,104,4,34,16.89,3,74.21,22.096,1,22.55,65,97,17.51,5.42,0.37,62
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-IITA-TMS-IBA30572_1014,IITA-TMS-IBA30572,1014,1,1,1,1,14,0,,,2,15,12.4,,,,2,17.86,,,8.07,2.22,0.25,
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1287P0029_1015,TMS18F1287P0029,1015,1,,1,1,15,1,,,4,25,16.67,,,,3,13.12,,86,11.73,3.61,0.4,
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1489P0040_1016,TMS18F1489P0040,1016,1,,1,1,16,1,4,162,5,43,15.26,3,83.74,26.488,1,46.01,40,139,25.33,7.53,0.29,40.4
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1340P0030_1017,TMS18F1340P0030,1017,1,,1,1,17,1,2,155,9,73,17.29,3,85.94,23.366,3,30.3,82,133.4,30.47,9.52,0.43,72
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1389P0021_1018,TMS18F1389P0021,1018,1,,1,1,18,2,3,170,8,55,13.98,3,89.53,27.712,2,38.75,46.6,162,16.13,4.64,0.24,57
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1019P0018_1019,TMS18F1019P0018,1019,1,,1,1,19,3,2,143,7,27,10.19,3,88.1,21.57,2,27.3,88,132,11.63,3.01,0.24,
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1318P0036_1020,TMS18F1318P0036,1020,1,,1,1,20,1,3,157,8,68,19.06,3,83.23,19.75,2,27.2,43,153,6.87,2.24,0.16,46
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1562P0030_1021,TMS18F1562P0030,1021,1,,1,1,21,0,3,191,8,82,25.1,3,71.02,19.132,2,32.8,50,190,31.27,11.6,0.42,51
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1334P0023_1022,TMS18F1334P0023,1022,1,,1,1,22,0,2,153,8,52,22.46,3,94.86,21.182,2,25.92,77,150,25,8.78,0.42,78
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1272P0037_1023,TMS18F1272P0037,1023,1,,1,1,23,0,3,174,8,55,10.07,3,86.45,20.428,2,44.55,52,164,6.2,1.6,0.09,47.4
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1132P0144_1024,TMS18F1132P0144,1024,1,,1,1,24,4,1,110,4,20,,2,58.46,16.968,3,9.95,58,89,9.33,,0.41,54.6
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1306P0129_1025,TMS18F1306P0129,1025,1,,1,1,25,1,,162,6,49,3.93,3,70.51,21.658,2,32.68,,143,33.12,7.02,0.43,
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1349P0064_1026,TMS18F1349P0064,1026,2,,1,2,25,1,,129,9,77,12.27,2,,20.42,2,32,,115,36.87,10.12,0.46,
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-IITA-TMS-IBA000070_1027,IITA-TMS-IBA000070,1027,2,1,1,2,24,0,2,139,8,50,17.65,2,80.68,21.418,2,34.18,48,132,45.07,14.2,0.5,46
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1343P0014_1028,TMS18F1343P0014,1028,2,,1,2,23,3,,,3,8,6.81,,,,1,9.6,,,10.67,2.49,0.45,
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1076P0121_1029,TMS18F1076P0121,1029,2,,1,2,22,0,,,3,22,19.14,,,,2,23.85,,,19.73,6.44,0.38,
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1260P0060_1030,TMS18F1260P0060,1030,2,,1,2,21,0,3,110,8,60,18.17,3,86.24,19.67,2,25.07,37,107.4,32.4,10.33,0.49,37
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1250P0050_1031,TMS18F1250P0050,1031,2,,1,2,20,0,2,107,1,10,,2,70.96,21.686,1,2.56,39,108.6,8.49,,0.71,37.6
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1026P0009_1032,TMS18F1026P0009,1032,2,,1,2,19,3,3,147,5,36,17.65,3,78.52,23.52,2,33.75,64,129,25.2,7.94,0.36,57.6
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1338P0013_1033,TMS18F1338P0013,1033,2,,1,2,18,0,4,152,9,64,9.49,3,74.53,25.528,1,34.3,36,144.4,39.23,9.95,0.46,38.6
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1421P0025_1034,TMS18F1421P0025,1034,2,,1,2,17,0,,,,,,,,,2,,,,,,,
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1174P0011_1035,TMS18F1174P0011,1035,2,,1,2,16,3,3,118,5,26,12.25,3,85.15,25.812,2,29.45,49,108,13.53,3.71,0.26,
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1064P0027_1036,TMS18F1064P0027,1036,2,,1,2,15,0,,,1,6,17.57,,,,1,2.45,,,9.4,2.96,0.74,
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1324P0171_1037,TMS18F1324P0171,1037,2,,1,2,14,,,,,,,,,,,,,,,,,
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1277P0045_1038,TMS18F1277P0045,1038,2,,1,2,13,,,,,,,,,,,,,,,,,
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-IITA-TMS-IBA982101_1039,IITA-TMS-IBA982101,1039,2,1,1,2,12,0,2,124,5,48,12.25,2,83.47,20.44,2,28.03,41,109,21.53,5.91,0.37,44
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1286P0012_1040,TMS18F1286P0012,1040,2,,1,2,11,5,3,171,8,56,18.88,3,76.38,26.336,2,55.07,69.6,154,21.6,7,0.23,69
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1366P0012_1041,TMS18F1366P0012,1041,2,,1,2,10,0,,,4,37,8.89,,,,1,39.42,,105,28.03,6.99,0.35,
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1280P0091_1042,TMS18F1280P0091,1042,2,,1,2,9,0,3,131.4,7,78,18.65,3,77.29,17.866,1,25.22,49,123,31.73,10.24,0.49,36
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1396P0053_1043,TMS18F1396P0053,1043,2,,1,2,8,0,1,117,5,38,17.96,3,63.44,18.948,2,26.56,67.6,99,19.8,6.28,0.36,
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-IITA-TMS-IBA980581_1044,IITA-TMS-IBA980581,1044,2,1,1,2,7,0,,151,8,40,8.36,3,81.03,22.464,2,59.77,,149,34.32,8.42,0.3,
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1520P0039_1045,TMS18F1520P0039,1045,2,,1,2,6,,,,,,,,,,,,,,,,,
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1354P0027_1046,TMS18F1354P0027,1046,2,,1,2,5,1,2,141,9,70,13.45,3,78.58,20.182,1,42.86,63,119,23.09,6.55,0.29,64
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1355p0038_1047,TMS18F1355p0038,1047,2,,1,2,4,2,2,128,7,56,17.38,3,73.69,22.388,2,55.97,54,113,23.67,7.41,0.24,59
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1069P0023_1048,TMS18F1069P0023,1048,2,,1,2,3,1,1,105.2,6,36,13.3,3,53.89,20.37,1,25.47,66.6,90,21.67,6.12,0.39,67
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1163P0042_1049,TMS18F1163P0042,1049,2,,1,2,2,1,2,79,5,35,14.55,3,63.21,19.672,2,22.25,43,67.4,13.67,3.99,0.32,44.6
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1365P0018_1050,TMS18F1365P0018,1050,2,,1,2,1,1,,,3,24,18.32,,,,1,24.75,,,15.67,5.01,0.32,
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1319P0033_1051,TMS18F1319P0033,1051,3,,1,3,1,2,2,120,6,35,15.16,3,74.48,23.264,1,27.98,56.8,103,25.6,7.59,0.41,54
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1004P0008_1052,TMS18F1004P0008,1052,3,,1,3,2,0,,124,7,45,18.43,2,33.59,17.792,2,34.08,,106,23.13,7.42,0.34,
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1336P0015_1053,TMS18F1336P0015,1053,3,,1,3,3,1,,103.6,5,22,15.82,2,34.4,19.706,2,27.18,,88,12.6,3.8,0.26,
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1348P0156_1054,TMS18F1348P0156,1054,3,,1,3,4,1,2,134,6,53,22.33,3,66.71,19.854,2,46.37,78,115,34.67,12.14,0.36,66.4
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1068P0063_1055,TMS18F1068P0063,1055,3,,1,3,5,5,,105,4,28,8.16,,,,2,35.8,,100,13.4,3.27,0.22,34
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-IITA-TMS-IBA000070_1056,IITA-TMS-IBA000070,1056,3,1,1,3,6,0,,,4,38,10.43,,,,2,42.45,,,42.6,11.11,0.43,
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1348P0051_1057,TMS18F1348P0051,1057,3,,1,3,7,0,,,4,30,13.79,,,,1,40.61,,,18.67,5.34,0.26,
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1280P0151_1058,TMS18F1280P0151,1058,3,,1,3,8,3,2,109,3,25,16.93,4,79,21.422,2,22.61,63.2,96,15.33,4.75,0.34,65
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1215P0027_1059,TMS18F1215P0027,1059,3,,1,3,9,0,1,137,5,45,12.56,3,72.93,22.642,1,36.1,85.6,121.4,17.4,4.82,0.27,83.4
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1041P0005_1060,TMS18F1041P0005,1060,3,,1,3,10,0,2,112.4,7,69,13.39,3,84.05,20.084,2,37.65,50,110,28.2,7.98,0.36,50.4
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1073P0038_1061,TMS18F1073P0038,1061,3,,1,3,11,1,,,1,6,20.9,,,,1,37.17,,,6.73,2.29,0.12,
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-IITA-TMS-IBA30572_1062,IITA-TMS-IBA30572,1062,3,1,1,3,12,2,,,2,10,10.75,,,,2,16.56,,,3.67,0.97,0.14,
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1058P0019_1063,TMS18F1058P0019,1063,3,,1,3,13,5,3,94,6,22,11.24,3,81.48,22.142,1,23.45,32,87,4.4,1.17,0.12,34.4
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1127P0011_1064,TMS18F1127P0011,1064,3,,1,3,14,0,2,89,5,42,16.09,3,73.16,17.526,1,22.41,53,77,18.87,5.72,0.39,47.8
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1132P0042_1065,TMS18F1132P0042,1065,3,,1,3,15,5,2,111,8,34,17.76,3,74.91,20.282,2,15,71,102.4,13.47,4.25,0.4,67.4
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1345P0043_1066,TMS18F1345P0043,1066,3,,1,3,16,0,2,139,7,43,18.85,3,75.41,25.282,2,40.16,90,123,27.93,9.05,0.34,82.4
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1472P0042_1067,TMS18F1472P0042,1067,3,,1,3,17,0,,,3,22,15.1,,,,2,17.94,,,19.2,5.68,0.45,
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1481P0009_1068,TMS18F1481P0009,1068,3,,1,3,18,0,,96,7,59,17.37,3,73.09,23.898,2,16.97,,89,17.44,5.46,0.44,
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1113P0038_1069,TMS18F1113P0038,1069,3,,1,3,19,1,2,131,3,22,15.86,2,89.25,21.904,2,32.72,65,131,17.6,5.31,0.29,63
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1209P0015_1070,TMS18F1209P0015,1070,3,,1,3,20,2,,,3,20,13.05,,,,4,38.55,,,13.6,3.82,0.21,
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1424P0021_1071,TMS18F1424P0021,1071,3,,1,3,21,3,3,163,6,40,14.94,3,75.29,29.256,1,35.27,46,153,19.73,5.82,0.3,41
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1317P0119_1072,TMS18F1317P0119,1072,3,,1,3,22,3,2,108,4,20,19.42,3,70.49,20.324,2,17.3,48,101.6,7.93,2.6,0.26,47
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1344P0003_1073,TMS18F1344P0003,1073,3,,1,3,23,0,2,131,8,76,15.37,3,83.71,19.334,2,18.95,46.6,126,30.67,9.14,0.55,47.8
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1339P0012_1074,TMS18F1339P0012,1074,3,,1,3,24,0,2,143,6,48,17.83,3,80.43,21.234,2,30.15,52.6,136,21.15,6.69,0.34,57.4
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-IITA-TMS-IBA980581_1075,IITA-TMS-IBA980581,1075,3,1,1,3,25,1,1,163,7,72,11.51,3,80.82,27.906,2,48.65,111,145,31.2,8.39,0.32,104
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1344P0014_1076,TMS18F1344P0014,1076,4,,1,4,25,1,,141,9,53,18.75,1,,21.008,2,20.35,,129,39.13,12.65,0.59,
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1305P0007_1077,TMS18F1305P0007,1077,4,,1,4,24,4,4,171,6,38,19.17,2,93.83,22.4,1,32.8,30,162,17.73,5.79,0.29,26.6
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1305P0019_1078,TMS18F1305P0019,1078,4,,1,4,23,5,3,173,8,56,12.01,3,82.79,23.07,1,35.01,45,171,30.07,8.2,0.39,42.4
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1135P0025_1079,TMS18F1135P0025,1079,4,,1,4,22,0,,,3,15,4.93,,,,1,10.6,,131,8.8,1.93,0.38,41
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1217P0091_1080,TMS18F1217P0091,1080,4,,1,4,21,3,2,166,9,85,9.82,2,76.36,19.962,3,44.25,74,147,35.27,9.04,0.37,
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1016P0010_1081,TMS18F1016P0010,1081,4,,1,4,20,6,3,178,7,52,11.62,3,101.31,27.402,1,43.05,54,163,26.2,7.07,0.31,52
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-IITA-TMS-IBA982101_1082,IITA-TMS-IBA982101,1082,4,1,1,4,19,0,2,168.4,9,79,13.99,3,90.45,28.308,2,39.75,69,154,23.6,6.79,0.31,75.6
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1318P0018_1083,TMS18F1318P0018,1083,4,,1,4,18,1,2,164,9,88,17.46,3,85.66,20.024,3,40.25,81,154,27.33,8.57,0.34,72.6
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1153P0053_1084,TMS18F1153P0053,1084,4,,1,4,17,4,3,172,8,44,14.66,2,94.66,26.952,1,32.7,53,170,21.73,6.36,0.33,63
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1320P0082_1085,TMS18F1320P0082,1085,4,,1,4,16,0,2,129,8,25,12.81,3,72.13,23.586,2,26.3,50,120,15.87,4.42,0.31,49.6
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1317P0059_1086,TMS18F1317P0059,1086,4,,1,4,15,0,2,122,6,138,19.74,3,78,23.53,1,20.05,77,105,44.01,14.56,0.62,69.4
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1324P0107_1087,TMS18F1324P0107,1087,4,,1,4,14,0,,116,9,73,17.15,1,,16.912,2,25.75,,104,36,11.21,0.51,
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1120P0004_1088,TMS18F1120P0004,1088,4,,1,4,13,3,3,153,6,47,19.7,2,64.11,19.75,1,23.85,40.6,142.4,23.27,7.69,0.42,35.8
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1278P0183_1089,TMS18F1278P0183,1089,4,,1,4,12,1,,117,8,64,15.36,3,70.51,20.242,2,20.5,,107,31.33,9.33,0.53,
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1353P0022_1090,TMS18F1353P0022,1090,4,,1,4,11,1,2,155,7,36,16.67,3,75.02,22.49,1,30.85,80.6,136,21.84,6.72,0.35,84
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1047P0049_1091,TMS18F1047P0049,1091,4,,1,4,10,0,,,,,,,,,1,,,,,,,
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1059P0015_1092,TMS18F1059P0015,1092,4,,1,4,9,2,2,152,7,68,17.77,3,81.07,24.658,2,38.43,64,137.6,30.27,9.56,0.37,59.6
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1268P0019_1093,TMS18F1268P0019,1093,4,,1,4,8,,,,,,,,,,,,,,,,,
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1342P0003_1094,TMS18F1342P0003,1094,4,,1,4,7,2,,96,5,23,20.55,3,58.93,19.268,2,19.7,,84,13.07,4.4,0.33,
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1426P0001_1095,TMS18F1426P0001,1095,4,,1,4,6,0,,,2,12,14.34,,,,2,7.05,,,8.8,2.55,0.48,
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1003P0010_1096,TMS18F1003P0010,1096,4,,1,4,5,2,,,2,22,14.6,,,,2,12.1,,,14.67,4.29,0.48,
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1120P0006_1097,TMS18F1120P0006,1097,4,,1,4,4,,,,,,,,,13.434,3,,,,,,,
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1505P0057_1098,TMS18F1505P0057,1098,4,,1,4,3,1,,84,6,35,7.01,1,,16.53,2,19.85,,75,27.64,6.5,0.51,
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMEB419_1099,TMEB419,1099,4,1,1,4,2,2,,132,6,8,10.7,1,,19.796,2,11.15,,109,17.8,4.68,0.54,
21.GS.C4B.PYT.500.MK,2022,mokwa,PYT,2020-19.GS.C4B.PYT.500.IK-rep1-TMS18F1436P0049_1100,TMS18F1436P0049,1100,4,,1,4,1,2,2,125,3,63,14.77,3,65.51,18,2,17.4,72,115,18.27,5.36,0.44,74
