trial,location,genotype,LODG,BRNLEV9,PLTHT9,NOHAV,RTNO,STARCH,BRNHB9,ANGBR9,STMDI9,PPSTD9,SHTWT,RTWT,BRNHT9,PLTHT6,FYLD,DYLD,TYLD,HI,DM,BRNHT6
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1329P0011,0,2,188.3333333,,,24.16,3,,23.21,2,14.6,11.05,118.3333333,181.6666667,14.7,4.5,19.5,0.43,30.4,113.3333333
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1348P0101,0,2,143.3333333,9,27,26.59,3,63.48,25.96,2,13.55,16.75,100,143.3333333,22.3,7.7,18.1,0.55,34.7,97.33333333
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1280P0107,0,1,159.1666667,9,38,,3,,23.36,1,10.05,23.9,128.3333333,153.3333333,31.9,12.6,13.4,0.70,39.5,106.6666667
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1346P0023,0,3,115,8,32,24.07,3,78.78,20.31,2,7.35,11.45,35.83333333,120,15.3,4.8,9.8,0.61,31.2,36.66666667
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1211P0035,0,3,155,9,70,21.96,3,73.41,22.21,2,14.18,28.3,60.83333333,149.6666667,37.7,12.7,18.9,0.67,33.6,63.33333333
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1348P0088,0,0,130.8333333,8,41,21.88,1,,20.07,2,10.05,18.05,,121.6666667,24.1,6.5,13.4,0.64,27.2,
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1076P0112,0,4,145,9,60,,3,76.85,23.52,2,15.6,21.7,30,163.3333333,28.9,11.5,20.8,0.58,39.6,20
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1353P0022,0,2,226.6666667,9,38,29.52,3,67.97,24.65,2,18.25,20.95,114.1666667,225,27.9,9.7,24.3,0.53,34.8,110
20.GS.C4B.PYT.500.IK,Ikenne,IITA-TMS-IBA980581,0,1,167.5,9,55,24.89,3,82.33,30.08,1,13.25,22.55,100,178.3333333,30.1,8.5,17.7,0.63,28.4,113.3333333
20.GS.C4B.PYT.500.IK,Ikenne,TMEB419,2,0,244.1666667,9,41,,2,,26.49,2,22.05,9.35,142.5,226.6666667,12.5,4.5,29.4,0.30,36.1,
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1338P0013,0,3,146.6666667,9,46,,3,71.83,19.76,2,10.45,17.45,41.66666667,151.6666667,23.3,,13.9,0.63,,48.33333333
20.GS.C4B.PYT.500.IK,Ikenne,IITA-TMS-IBA30572,0,3,172.6666667,9,48,,3,81.11,26.98,1,,,80.83333333,171.6666667,,,,,23.3,68.33333333
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1313P0001,0,4,145.5,9,49,16.6,3,73.8,25.05,1,22.8,16.5,32.5,140,22.0,5.1,30.4,0.42,23.1,16.66666667
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1324p0026,0,3,178.3333333,9,36,,3,76.83,25.93,2,12.5,9.45,81.66666667,193.3333333,12.6,3.6,16.7,0.43,28.3,90
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1343P0171,0,3,107.5,7,8,18.06,2,77.31,14.44,1,8,9.2,29.16666667,127.3333333,12.3,2.9,10.7,0.53,23.5,30
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1349P0126,0,2,111.6666667,9,15,24.2,3,,17.09,2,8.5,9.45,70,125,12.6,3.7,11.3,0.53,29,90
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1324P0092,0,2,114.1666667,9,31,14.9,3,77.67,19.76,2,8.75,11.05,57.5,118.3333333,14.7,2.9,11.7,0.56,19.7,58
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1047P0045,0,2,122.5,9,31,19.55,3,73.69,23.74,1,12,13.25,55.83333333,141.6666667,17.7,4.3,16.0,0.52,24.5,51.66666667
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1298P0044,0,1,146.6666667,9,65,23.57,3,63.06,22.24,2,11.6,21.65,99.16666667,145,28.9,8.0,15.5,0.65,27.6,101.6666667
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1003P0003,0,2,161.6666667,9,52,23.5,3,71.22,23.55,2,9.85,16.55,111.6666667,163.3333333,22.1,7.2,13.1,0.63,32.7,111.6666667
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1258P0153,0,3,173.3333333,9,57,,3,106.21,27.28,1,20.15,25.35,74.16666667,198.3333333,33.8,12.1,26.9,0.56,35.9,65
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1163P0044,0,2,140,9,48,27.41,3,82.99,19.46,2,9.1,19.55,86.66666667,156.6666667,26.1,7.9,12.1,0.68,30.4,100
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1096P0013,0,3,137.5,9,25,28.39,3,90.7,19.86,1,12.8,14.75,42.5,146.6666667,19.7,7.6,17.1,0.54,38.7,43.33333333
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1562P0026,0,3,134.1666667,9,16,28.43,2,76.82,21.01,1,11.6,5.65,17.5,146.6666667,7.5,2.5,15.5,0.33,32.7,16.66666667
20.GS.C4B.PYT.500.IK,Ikenne,NR130124,0,2,113.3333333,9,24,,3,82.42,19.86,2,5.8,8.9,59.16666667,118.3333333,11.9,,7.7,0.61,,58
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1330P0009,0,3,139.3333333,9,71,,3,79.99,18.33,2,14.5,20.85,50.83333333,150,27.8,6.6,19.3,0.59,23.6,56.66666667
20.GS.C4B.PYT.500.IK,Ikenne,IITA-TMS-IBA000070,0,2,166.8333333,9,70,,3,72.99,23.13,2,,,59.16666667,153.3333333,,,,,25,63.33333333
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1076P0103,0,3,171.6666667,9,24,,3,82.61,27.46,2,12.2,11.45,60,171.6666667,15.3,5.1,16.3,0.48,33.6,50
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1215P0027,1,1,132.5,7,17,,2,55.88,21.98,3,12.05,1,60,130,1.3,,16.1,0.08,,97.5
20.GS.C4B.PYT.500.IK,Ikenne,IITA-TMS-IBA980581,0,1,174.1666667,9,56,,3,78.85,25.46,2,15.85,17.15,115.8333333,161.6666667,22.9,,21.1,0.52,,124
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1426P0001,0,4,202.5,9,33,28.53,3,72.28,26.64,1,22.85,16,27.5,220,21.3,7.7,30.5,0.41,36.2,38.33333333
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1225P0030,1,2,179.1666667,9,27,,3,80.4,24.05,1,13.05,7.9,82,170,10.5,3.6,17.4,0.38,34.2,88.33333333
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1317P0048,1,4,172.5,9,43,26.81,3,81.28,22.96,1,18,19.7,40,198.3333333,26.3,8.7,24.0,0.52,33.2,30
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1303P0027,0,4,216.6666667,9,46,,3,87.17,25.95,2,25.25,25,38.33333333,206.6666667,33.3,12.0,33.7,0.50,36,36.66666667
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1355p0025,0,2,170,9,18,23.85,3,82.68,20.27,2,12.35,7.9,54.16666667,151.6666667,10.5,3.1,16.5,0.39,29.8,50
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1337P0044,0,3,119.1666667,9,50,27.62,3,74.22,20.46,2,12.25,27.2,27.5,123.3333333,36.3,12.1,16.3,0.69,33.5,41.66666667
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1396P0032,0,2,214.1666667,9,52,,3,84.54,28.09,1,26.7,15.65,122.5,207.3333333,20.9,5.5,35.6,0.37,26.3,107.3333333
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1324P0046,2,2,120,9,21,,3,85.15,20.34,1,5.1,2.55,68.33333333,128.3333333,3.4,,6.8,0.33,,60
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1240P0026,0,3,190,9,76,27.27,3,80.84,21.77,2,26.35,38.05,73.33333333,175,50.7,17.1,35.1,0.59,33.8,65
20.GS.C4B.PYT.500.IK,Ikenne,IITA-TMS-IBA982101,0,3,186.6666667,9,51,,3,88.61,28.73,1,,,24.16666667,183.3333333,,,,,22.9,13.33333333
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1174P0011,3,3,154.1666667,9,17,21.83,3,77.12,23.21,2,20.9,16.3,85,175,21.7,6.0,27.9,0.44,27.4,76.66666667
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1041P0005,3,2,214.1666667,5,31,,3,79.02,37.03,2,23.85,21.45,90,215,28.6,11.3,31.8,0.47,39.5,81.66666667
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1331P0016,0,3,203.3333333,9,63,,3,71.59,28.36,2,21.8,29,68.33333333,188.3333333,38.7,14.2,29.1,0.57,36.6,61.66666667
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1138P0037,3,2,212,5,23,,3,100.57,27.04,2,16,16.7,57,186.6666667,22.3,6.5,21.3,0.51,29.4,55
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1025P0041,0,2,170.8333333,8,23,28.51,3,80.91,25.7,1,9.5,15.05,71.66666667,173.3333333,20.1,6.5,12.7,0.61,32.6,65
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1309P0074,0,1,195.8333333,9,50,20.92,3,,25.41,1,20.9,23.2,140,213.3333333,30.9,6.9,27.9,0.53,22.2,139.3333333
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1240P0024,4,3,182.5,9,21,30.27,3,86.61,27.44,1,15.5,16.1,68.33333333,163.3333333,21.5,8.0,20.7,0.51,37.4,68.33333333
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1562P0025,6,3,150,9,18,,3,68.1,19.39,2,10.45,5.55,35.83333333,156.6666667,7.4,2.3,13.9,0.35,31.6,46.66666667
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1306P0114,0,3,160,5,2,29.19,3,83.07,24.92,1,7.85,5.2,45,173.3333333,6.9,2.4,10.5,0.40,35.3,55
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1289P0014,0,2,172.5,9,28,,3,77.82,27.28,2,23,15.5,59.16666667,161.6666667,20.7,8.4,30.7,0.40,40.8,61.66666667
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1348P0097,2,3,161.6666667,7,37,,3,74.19,23.81,1,14.15,18.6,60.83333333,175,24.8,9.7,18.9,0.57,39.2,65
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1262P0008,1,2,201,9,39,,3,69.12,28.79,2,17,12.15,124,193.3333333,16.2,6.9,22.7,0.42,42.8,113.3333333
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1263P0037,5,1,177.5,9,55,,3,68.73,26.91,2,21.35,18.1,150,208.3333333,24.1,7.9,28.5,0.46,32.9,148.3333333
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1332P0002,3,1,159.1666667,9,49,16.09,3,75.3,21.46,2,16,27.5,123,161.6666667,36.7,8.0,21.3,0.63,21.8,141.6666667
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1380P0003,0,2,86.25,2,6,,,,,,4.7,2.15,32.5,88.33333333,2.9,0.7,6.3,0.31,22.7,40
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1396P0017,1,4,179.1666667,9,24,,,,,,12.7,9.55,63,221.6666667,12.7,3.7,16.9,0.43,29.4,61.66666667
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1056P0066,0,3,233.3333333,9,55,,3,70.55,27.92,1,19.6,14.2,96.66666667,212.3333333,18.9,5.3,26.1,0.42,28,100
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1320P0086,0,3,166.6666667,9,39,,3,99.55,24.31,2,10.2,10.3,81.66666667,170,13.7,3.7,13.6,0.50,26.9,96.66666667
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1562P0023,3,2,115,4,39,,3,84.6,20.21,1,8,5.25,66,112.6666667,7.0,2.9,10.7,0.40,41.6,63.33333333
