trial,location,genotype,LODG,BRNLEV9,PLTHT9,NOHAV,RTNO,STARCH,BRNHB9,ANGBR9,STMDI9,PPSTD9,SHTWT,RTWT,BRNHT9,PLTHT6,FYLD,DYLD,TYLD,HI,DM,BRNHT6
20.GS.C4B.PYT.500.IK,Ikenne,IITA-TMS-IBA000070,0,2,219.1666667,9,46,,2,75.21,28.72,1,15.35,13.85,79.16666667,198.3333333,18.5,5.6,20.5,0.47,30.5,73.33333333
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1328P0032,0,0,195,9,35,,1,,22.89,2,25.45,12.25,,186.6666667,16.3,,33.9,0.32,,
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1305P0040,2,2,177.5,9,15,,3,78.79,23.73,2,11.45,3.88,105,191.6666667,5.2,,15.3,0.25,,110
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1314P0007,2,2,167.5,9,71,,4,68.91,27.17,2,19.15,19.7,78.33333333,156.6666667,26.3,6.5,25.5,0.51,24.8,90
20.GS.C4B.PYT.500.IK,Ikenne,TMEB419,1,0,273.3333333,9,28,,1,,29.64,2,25.2,11.65,,265,15.5,5.4,33.6,0.32,35,
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1296P0042,3,3,186.6666667,9,32,19.54,3,,30.97,2,16.42,22.07,78,207.3333333,29.4,7.0,21.9,0.57,23.8,73.33333333
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1343P0012,0,2,173.3333333,9,41,17.98,3,72.21,25.36,1,9.4,17.64,114,171.6666667,23.5,5.6,12.5,0.65,23.7,113.3333333
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1217P0114,,0,49,0,,,,,,,,,,47.5,,,,,,
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1388P0012,2,3,222.5,9,21,23.89,3,93.31,30.58,1,33.21,18.3,84.16666667,195,24.4,7.4,44.3,0.36,30.3,61.66666667
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1076P0114,4,2,210,9,35,23.13,3,66.69,24.75,2,26.1,21.7,102.5,205.6666667,28.9,8.7,34.8,0.45,30.1,108.3333333
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1328P0027,0,2,216.6666667,6,27,28.01,2,,25.96,1,12.3,17.7,132.5,198.3333333,23.6,8.3,16.4,0.59,35.2,122.5
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1317P0048,2,4,170.8333333,9,50,27.71,3,75.54,23.97,1,17.6,26.3,31.66666667,171.6666667,35.1,12.0,23.5,0.60,34.2,53.33333333
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1278P0098,4,1,167.5,2,7,,2,,25.22,1,4.25,2.3,95,150,3.1,1.1,5.7,0.35,34.4,91.66666667
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1134P0010,2,3,174.1666667,9,60,28.62,3,72.76,28.55,2,22,28.88,63.33333333,165,38.5,13.6,29.3,0.57,35.4,65
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1409P0008,2,2,189.1666667,6,28,,2,,24.35,1,20.25,16.55,92.5,200,22.1,8.1,27.0,0.45,36.8,98.33333333
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1278P0068,5,2,265,7,6,,2,,27.69,2,22.9,4.52,118,246.6666667,6.0,2.0,30.5,0.16,33.8,116.6666667
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1175P0016,,,,0,,,,,,,,,,,,,,,,
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1345P0056,3,2,205.8333333,8,55,,3,96.55,25.88,2,21.25,25.45,85,215,33.9,8.7,28.3,0.54,25.6,96.66666667
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1489P0038,0,3,143.3333333,6,28,23.6,2,71.39,23.1,1,8.35,15.6,32.5,135,20.8,,11.1,0.65,,30
20.GS.C4B.PYT.500.IK,Ikenne,IITA-TMS-IBA982101,0,3,170,9,22,,3,60.74,25.86,2,22.5,11.25,41.66666667,163.3333333,15.0,4.9,30.0,0.33,32.7,80
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1350P0056,0,2,150.8333333,3,24,24.34,3,65.84,23.15,1,5.55,9.28,76,155,12.4,3.7,7.4,0.63,30.1,83.33333333
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1366P0014,0,2,180.8333333,9,56,23.52,3,88.15,28.42,2,29.19,20.85,56.66666667,175,27.8,8.7,38.9,0.42,31.2,68.33333333
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1028P0003,3,2,219.1666667,6,8,,3,87.11,25.59,1,16.5,2.1,113.3333333,210,2.8,,22.0,0.11,,118.3333333
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1348P0157,1,2,156.6666667,5,46,31.24,3,79.58,20.33,2,9.75,16.25,95,156.6666667,21.7,8.7,13.0,0.63,40,106.6666667
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1349P0157,2,2,210.8333333,9,33,31.21,4,69.84,33.36,1,21.18,14.2,103.3333333,201.6666667,18.9,6.8,28.2,0.40,35.8,113.3333333
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1562P0055,7,2,200,9,68,,3,59.55,23.79,2,26.75,16.2,105.8333333,208.3333333,21.6,6.3,35.7,0.38,29.1,111
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1306P0114,3,3,170,9,13,27.49,4,62.31,25.5,1,11.85,6.45,57.5,181.6666667,8.6,2.7,15.8,0.35,31.8,50
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1335P0035,6,4,210,8,40,,3,73.38,34,2,15.6,24.5,48.33333333,220,32.7,9.9,20.8,0.61,30.4,18.33333333
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1295P0023,7,0,238.3333333,9,45,,1,,30.21,2,45.45,14.6,170,220,19.5,6.0,60.6,0.24,30.9,
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1224P0014,4,2,141.6666667,6,32,,3,73.22,28.81,1,17.95,14.5,62.5,148.3333333,19.3,6.8,23.9,0.45,35.1,61.66666667
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1317P0123,0,2,163.3333333,9,43,18.63,3,63.27,19.84,2,22.05,17,82.5,170,22.7,5.2,29.4,0.44,22.8,91
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1353p0017,0,0,156.6666667,9,42,25.7,2,,22.05,2,7.05,17.82,103.75,160,23.8,7.4,9.4,0.72,31.3,
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1373P0028,0,2,222.5,9,42,,3,100.07,26.51,1,21.15,17.05,83.33333333,190,22.7,5.5,28.2,0.45,24.2,90
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1348P0131,5,2,238.3333333,9,26,,3,75.48,27.27,1,19.6,7.4,119,228.3333333,9.9,3.7,26.1,0.27,37.1,121.6666667
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1189P0013,3,3,185.8333333,8,29,,3,91.56,32.41,1,16.3,12,55,170,16.0,5.7,21.7,0.42,35.8,66.66666667
20.GS.C4B.PYT.500.IK,Ikenne,IITA-TMS-IBA980581,0,1,188.3333333,9,46,,3,77.92,23.96,2,20.15,20.55,117.3333333,183.3333333,27.4,8.7,26.9,0.50,31.7,121.6666667
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1377P0007,2,2,188.3333333,9,47,28.51,3,74.49,22.36,1,17.83,24.95,84.16666667,183.3333333,33.3,12.1,23.8,0.58,36.5,98.33333333
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1291P0014,5,2,210,8,22,,2,,21.12,2,16.05,8,89,196.6666667,10.7,2.8,21.4,0.33,25.8,81.66666667
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1539P0063,1,2,184.8333333,8,16,17.34,,,,,17.5,9.4,80.83333333,185,12.5,2.8,23.3,0.35,22.4,88.33333333
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1308P0082,0,2,177.5,9,45,28.19,3,77.13,31.11,1,20.9,26.83,95,166.6666667,35.8,12.4,27.9,0.56,34.6,96.66666667
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1348P0101,1,1,162.5,9,18,27.21,3,68.55,25.99,2,19.65,10.5,101,181.6666667,14.0,4.8,26.2,0.35,34.2,121.6666667
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1179P0008,1,2,201.6666667,9,79,25.34,4,73.25,30.59,2,28.3,35.33,96.66666667,203.3333333,47.1,15.7,37.7,0.56,33.3,93.33333333
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1295P0035,6,1,188.3333333,9,48,,3,83.83,26.6,2,24.55,16.15,126,193.3333333,21.5,7.0,32.7,0.40,32.4,136.6666667
20.GS.C4B.PYT.500.IK,Ikenne,UNKNOWN1,0,1,220.8333333,9,43,,2,,29.21,3,28.45,18.85,180,240,25.1,6.8,37.9,0.40,26.9,170
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1299P0005,0,3,190.8333333,9,52,28.12,3,89.33,24.13,2,15.25,24.18,94.16666667,206.6666667,32.2,11.2,20.3,0.61,34.6,100
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1217P0121,0,3,144.1666667,9,31,,3,68.34,24.53,2,10.95,15.25,54,135,20.3,7.4,14.6,0.58,36.4,43.33333333
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1156P0016,8,4,187.5,0,,,3,83,26.5,1,21.55,1,20,170,1.3,,28.7,0.04,,30
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1041P0002,2,3,177.5,4,22,,3,82.8,28.45,1,12.6,7.25,57.5,173.3333333,9.7,,16.8,0.37,,46.66666667
20.GS.C4B.PYT.500.IK,Ikenne,IITA-TMS-IBA000070,1,2,185.8333333,9,36,,3,78.75,28.39,2,22.75,24.25,72.6,171.6666667,32.3,9.7,30.3,0.52,30.1,72.66666667
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1258P0147,0,3,202.8333333,9,69,29.17,3,98.62,28.78,2,19.35,20.95,62.5,190,27.9,9.9,25.8,0.52,35.5,66.66666667
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1277P0007,2,3,150.8333333,9,24,21.61,3,74.26,23.91,2,14.75,7.45,55,141.6666667,9.9,2.9,19.7,0.34,29.2,35
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1056P0016,6,2,198.3333333,8,23,,3,82.79,25.39,1,14.35,9.5,75,208.3333333,12.7,3.7,19.1,0.40,29.2,90
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1277P0031,1,1,180.6666667,4,30,,3,85.72,25.17,1,14.35,10.1,123.75,178.3333333,13.5,5.1,19.1,0.41,37.7,117.5
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1284P0003,0,1,259.1666667,9,50,31.94,2,,32.07,1,32.8,21.45,185,241.6666667,28.6,11.2,43.7,0.40,39.2,192.5
20.GS.C4B.PYT.500.IK,Ikenne,IITA-TMS-IBA30572,5,2,218.3333333,4,9,,3,87.67,30.28,2,17.25,5.8,127.5,198.3333333,7.7,,23.0,0.25,,113.3333333
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1408P0006,2,2,201.6666667,9,55,21.42,3,74.81,22.56,1,14.95,18.65,114.1666667,188.3333333,24.9,7.0,19.9,0.56,28,105
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1076P0001,3,2,204.1666667,7,21,,2,93.37,24.15,2,11.35,3.9,73.66666667,169.6666667,5.2,,15.1,0.26,,70
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1264P0058,5,1,212.5,6,10,,3,73.88,29.85,1,17.85,4.3,106.25,210,5.7,2.3,23.8,0.19,40.3,113.3333333
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1211P0035,0,3,166.6666667,9,42,19.21,3,83.58,25.19,1,12.95,19.08,61.66666667,161.6666667,25.4,6.6,17.3,0.60,26,56.66666667
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1271P0001,7,3,200.8333333,8,33,,3,95.3,25.91,1,20.35,10.65,72.5,190,14.2,4.8,27.1,0.34,34,65
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1309P0062,0,2,186.6666667,9,50,30.28,4,79.84,24.49,2,13.6,24.6,80,190,32.8,12.3,18.1,0.64,37.4,90
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1505P0047,3,2,202.5,8,23,,2,,22.88,2,10.55,9.65,130,198.3333333,12.9,3.9,14.1,0.48,30.5,115
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1350P0065,0,2,215.8333333,9,49,,3,81.63,23.03,2,17.7,20,101.6666667,210,26.7,10.0,23.6,0.53,37.6,91.66666667
20.GS.C4B.PYT.500.IK,Ikenne,TMEB419,2,0,309.1666667,8,18,,1,,27.02,1,15.85,6.45,197.5,263.3333333,8.6,3.0,21.1,0.29,34.8,
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1377P0023,0,3,216.6666667,9,50,25.23,3,85.46,28.47,1,22.2,8.75,44.16666667,210,11.7,4.3,29.6,0.28,36.9,43.33333333
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1233p0013,0,3,162.5,9,12,28.17,3,102.35,22.89,1,15.8,7.35,60,168.3333333,9.8,3.4,21.1,0.32,35,63.33333333
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1330P0020,0,2,188.3333333,7,47,30.26,3,77.26,25.68,1,22.2,24.5,115.6,180,32.7,13.3,29.6,0.52,40.6,116.6666667
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1180P0033,2,2,179.1666667,9,43,,3,85.6,26.12,2,20.25,14.25,84.4,181.6666667,19.0,6.2,27.0,0.41,32.6,61.66666667
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1341P0037,0,2,239.1666667,9,62,29.68,3,80.83,29.78,1,32.5,22.55,96.66666667,223.3333333,30.1,,43.3,0.41,,98.33333333
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1260P0054,4,2,183.3333333,5,16,,3,86.65,24.63,2,10.5,8.15,82.5,176.6666667,10.9,,14.0,0.44,,73.33333333
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1218P0003,5,3,235,6,22,,3,87.47,27.34,2,35.4,6.45,75,255,8.6,2.9,47.2,0.15,34.1,80
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1217P0111,7,0,173.3333333,5,18,,1,,26.32,1,13.45,5.8,,166.6666667,7.7,2.5,17.9,0.30,32,
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1344P0147,3,3,161.6666667,8,23,,3,78.11,30.23,1,35.75,11.45,61,181.6666667,15.3,6.4,47.7,0.24,42.1,56.66666667
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1324P0070,0,3,163.3333333,9,24,27.6,3,75.6,19.81,2,9.3,16.05,63.33333333,146.6666667,21.4,7.1,12.4,0.63,33.2,51.66666667
20.GS.C4B.PYT.500.IK,Ikenne,IITA-TMS-IBA980581,2,1,186.6666667,9,56,,2,,28.99,2,35.5,20.85,129.1666667,183.3333333,27.8,9.4,47.3,0.37,33.9,125
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1370P0008,4,2,194.1666667,6,4,19.51,3,,25.66,1,23.75,6.6,101,181.6666667,8.8,2.2,31.7,0.22,25.4,103.3333333
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1047P0045,0,2,141.6666667,6,28,,3,79.21,25.3,1,9.7,16.25,58.33333333,140,21.7,5.6,12.9,0.63,25.8,55
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1338P0053,0,2,191.6666667,9,51,26.12,3,80.31,23.28,2,23.2,19.4,96.66666667,188.3333333,25.9,8.6,30.9,0.46,33.2,88.33333333
20.GS.C4B.PYT.500.IK,Ikenne,IITA-TMS-IBA30572,1,2,198.3333333,8,24,,3,,29.29,1,19.25,7.75,113.75,198.3333333,10.3,3.1,25.7,0.29,29.7,113.3333333
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1138P0030,0,3,195.8333333,9,49,29.05,3,77.9,25.96,1,20.65,22.35,83.33333333,176.6666667,29.8,11.2,27.5,0.52,37.5,80
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1320P0051,0,2,151.6666667,5,39,,3,,21.55,1,8.1,8.85,51.25,161.6666667,11.8,3.5,10.8,0.52,29.4,58.33333333
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1076P0106,1,1,165,8,22,,2,,20.27,1,6.65,9.85,117.5,175,13.1,4.4,8.9,0.60,33.7,113.3333333
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1263P0037,3,2,190,9,53,,4,77.33,27.19,2,25.15,21.35,129.1666667,190,28.5,9.6,33.5,0.46,33.8,120
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1132P0078,3,2,193.3333333,6,24,,3,,28,1,22.65,9.15,88,190,12.2,3.7,30.2,0.29,30.2,95
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1319P0061,0,3,190.8333333,8,53,,3,83.67,27.62,1,20.2,23.3,81.66666667,181.6666667,31.1,,26.9,0.54,,70
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1323P0024,2,2,181.6666667,9,73,24.41,3,84.61,21.77,3,20.4,22.25,109.1666667,175,29.7,9.8,27.2,0.52,33.1,110.6666667
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1330P0009,2,3,170.8333333,9,65,,3,75.33,22.54,1,20.15,22.95,80.83333333,166.6666667,30.6,9.4,26.9,0.53,30.7,66.66666667
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1003P0014,2,4,194.1666667,9,24,25.29,3,75.02,22.15,2,14.5,12.4,44.16666667,190,16.5,5.4,19.3,0.46,32.6,46.66666667
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1489P0044,0,4,169.1666667,9,42,22.07,3,85.49,24.36,1,14.95,13.75,45.83333333,168.3333333,18.3,5.3,19.9,0.48,28.9,50
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1163P0044,0,2,194.1666667,9,38,33.16,3,82.47,26.45,1,15.5,19.65,112.5,186.6666667,26.2,10.2,20.7,0.56,39.1,111.6666667
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1163P0035,2,3,162.5,6,11,24.85,3,86.52,27.02,1,13.1,10.25,34.16666667,150,13.7,4.3,17.5,0.44,31.3,38.33333333
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1364P0022,1,4,197.5,9,31,34.63,3,75.57,22.98,1,29.95,22.05,49.16666667,185,29.4,,39.9,0.42,,35
20.GS.C4B.PYT.500.IK,Ikenne,IITA-TMS-IBA982101,0,2,184.1666667,7,16,,3,82.5,31.3,1,15.05,8.2,65,171.6666667,10.9,3.7,20.1,0.35,34.1,71.66666667
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1055P0036,9,3,215,9,36,,3,89.07,26.75,2,36.75,14.3,75.83333333,188.3333333,19.1,4.5,49.0,0.28,23.6,55
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1338P0116,0,3,192.5,5,56,22.23,3,83.76,31.17,1,18.35,18.1,80.83333333,186.6666667,24.1,7.4,24.5,0.50,30.7,90
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1179P0029,0,2,165.8333333,9,29,27.21,4,80.92,23.51,2,18.65,12.9,91.66666667,168.3333333,17.2,5.3,24.9,0.41,30.9,109.6666667
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1114P0039,7,3,177.5,9,9,,3,81.15,23.38,2,18.25,3.5,61.66666667,160,4.7,1.8,24.3,0.16,39.2,24.33333333
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1222P0012,1,3,197.5,9,34,,,,,,28,15,86.25,178.3333333,20.0,5.0,37.3,0.35,24.8,53.33333333
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1369P0014,2,2,205,3,6,,,,,,,1.45,86.66666667,166.6666667,1.9,,,,,90
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1282P0049,2,1,194.1666667,7,40,30.22,2,,27.98,1,19.55,14.6,136,175,19.5,7.1,26.1,0.43,36.6,152.6666667
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1076P0117,5,0,174.1666667,9,21,,1,,17.78,2,5.45,6.2,,163.3333333,8.3,,7.3,0.53,,
20.GS.C4B.PYT.500.IK,Ikenne,TMEB419,3,0,260,8,13,,1,,28.58,1,18.35,4.25,,286.6666667,5.7,2.1,24.5,0.19,36.8,
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1090P0031,6,3,225.8333333,8,21,,3,76.23,24.15,1,30.55,3.7,90,213.3333333,4.9,1.5,40.7,0.11,30,73.33333333
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1361P0041,3,1,287.5,5,15,,3,69.31,33.17,2,17.3,5.1,200,273.3333333,6.8,2.3,23.1,0.23,34.1,195
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1007P0005,0,2,230,9,52,28.92,3,81.63,26.41,2,16.55,16.95,137.5,215,22.6,7.6,22.1,0.51,33.7,133.3333333
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1096P0024,2,3,228.3333333,8,30,,3,85.87,30.75,2,28,18.8,94.16666667,221.6666667,25.1,10.4,37.3,0.40,41.4,79.33333333
20.GS.C4B.PYT.500.IK,Ikenne,IITA-TMS-IBA000070,0,2,228.3333333,9,59,,3,86.27,30.85,2,25.1,19.25,101.6666667,205.3333333,25.7,8.7,33.5,0.43,33.8,105
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1018P0001,0,2,144.1666667,9,54,24.23,3,75.93,20.11,2,22.5,21.6,79.16666667,143.3333333,28.8,8.6,30.0,0.49,30,60
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1138P0037,4,3,232.5,9,17,,3,95.87,32.92,1,25.15,20.88,85.83333333,228.3333333,27.8,7.3,33.5,0.45,26.3,76.66666667
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1280P0112,1,3,216.6666667,9,55,35.31,3,83.71,28.78,2,19.4,19.75,117.5,226.6666667,26.3,10.9,25.9,0.50,41.4,113.3333333
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1042P0009,4,3,174.1666667,5,22,,3,87.33,23.61,1,18.35,10.7,74.16666667,196.6666667,14.3,5.5,24.5,0.37,38.3,51.66666667
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1332P0002,1,0,165.8333333,9,41,24.6,1,,20.32,2,16.45,23.65,110,165,31.5,9.5,21.9,0.59,30.2,
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1003P0003,0,1,204.1666667,9,52,31.61,3,59.43,25.98,2,20.05,19.8,175.8,195,26.4,10.1,26.7,0.50,38.1,168.3333333
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1322P0019,0,2,147.5,9,54,25.72,3,63.86,25.4,1,13.7,12.55,97.5,141.6666667,16.7,5.2,18.3,0.48,31.1,103.3333333
20.GS.C4B.PYT.500.IK,Ikenne,IITA-TMS-IBA30572,2,2,204.1666667,9,40,,3,80.01,30.5,1,18.35,10.3,90.4,201.6666667,13.7,4.0,24.5,0.36,29.3,98.33333333
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1083P0028,0,2,200,9,62,26.54,3,68.52,24.51,2,29.55,18.4,82.5,195,24.5,8.2,39.4,0.38,33.6,80
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1365P0005,2,1,300.8333333,9,37,,3,70.91,32.97,1,21.85,16.55,151.25,306.6666667,22.1,8.7,29.1,0.43,39.6,143.3333333
20.GS.C4B.PYT.500.IK,Ikenne,IITA-TMS-IBA982101,1,2,210,9,28,,2,70.93,29.75,1,24.2,16.15,65,186.6666667,21.5,5.9,32.3,0.40,27.4,56.66666667
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1278P0180,1,1,169.1666667,9,31,,2,75.79,21.07,2,12.25,10.65,114.1666667,153.3333333,14.2,3.7,16.3,0.47,26.1,138.3333333
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1348P0088,0,0,135,9,44,19.51,1,,20.42,2,16.95,17.95,,128.3333333,23.9,5.9,22.6,0.51,24.5,
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1280P0126,2,2,149.1666667,5,13,26.07,2,,23.01,1,8.65,13.15,75,150,17.5,5.8,11.5,0.60,33,73.33333333
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1028P0030,7,3,200.8333333,9,18,,3,79.72,26.17,1,22.45,5.25,67.5,191.6666667,7.0,2.8,29.9,0.19,39.9,71.66666667
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1414P0014,0,2,161.6666667,9,20,25.18,3,82.46,26.65,1,9.85,12.55,77.5,145,16.7,5.5,13.1,0.56,32.7,76.66666667
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1076P0103,3,3,195,5,22,,2,84.31,31.43,1,17.25,10.85,93.33333333,191.6666667,14.5,5.9,23.0,0.39,41.1,65
20.GS.C4B.PYT.500.IK,Ikenne,IITA-TMS-IBA000070,0,2,203.3333333,9,31,,3,76.85,28.48,1,20,25.2,83.33333333,181.6666667,33.6,10.5,26.7,0.56,31.3,81.66666667
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1318P0007,0,3,198.3333333,9,50,20.17,3,74.03,26.14,1,18.75,18.4,79.16666667,181,24.5,6.4,25.0,0.50,25.9,73.33333333
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1348P0051,0,3,167.5,9,71,,3,79.55,23.99,2,22.25,25.55,60.83333333,165,34.1,14.3,29.7,0.53,42,58.33333333
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1325P0032,0,2,161.6666667,9,47,25.88,4,80.03,23.8,2,13.3,26.93,85,153.3333333,35.9,11.7,17.7,0.67,32.7,83.33333333
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1310P0148,0,2,204.1666667,9,50,31.67,3,81.89,30.17,1,24.28,26.1,90.83333333,193.3333333,34.8,13.2,32.4,0.52,37.9,73.33333333
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1320P0101,0,3,194.1666667,8,19,,3,79.78,29.18,1,17.55,12.3,67.5,168.3333333,16.4,6.0,23.4,0.41,36.4,65
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1310P0168,2,1,279.1666667,9,55,31.03,2,,35.02,2,37.28,29.9,165,250,39.9,14.9,49.7,0.45,37.3,166.6666667
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1347P0029,4,2,190,9,23,33.13,3,76.82,24.96,2,15.5,12.8,87.5,170,17.1,6.6,20.7,0.45,38.8,83.33333333
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1336P0014,1,0,125.8333333,9,20,28.71,1,,17.55,2,12.85,7.45,82.5,118.3333333,9.9,3.5,17.1,0.37,35,
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1298P0044,4,1,163.3333333,9,59,29.34,3,79.23,22.02,2,11.55,15.7,101.6666667,155,20.9,7.4,15.4,0.58,35.2,113.3333333
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1331P0016,8,3,210.8333333,9,22,,3,82.32,26.82,2,20.4,9.6,70,180,12.8,3.2,27.2,0.32,24.8,70
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1372P0041,2,1,145,3,12,,3,,19.67,2,8.05,3,97.5,150,4.0,,10.7,0.27,,90
20.GS.C4B.PYT.500.IK,Ikenne,TMS18F1371P0011,4,3,166.6666667,6,11,21.82,2,,25.94,1,21.05,7,62.16666667,160,9.3,3.0,28.1,0.25,31.8,60
